"terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean","Freq","resp.var"
10,0,320,0,0,233,"in"
130,0.9,340,270,10,234,"out"
10,0.1,280,10,4,227,"in"
60,0.1,300,10,4,227,"in"
20,0.1,290,0,6,233,"in"
10,0.1,290,10,6,211,"in"
140,0.2,300,10,4,231,"in"
40,0.1,310,0,2,233,"in"
250,0.1,190,10,10,233,"in"
60,0.1,300,0,6,233,"in"
40,0,300,10,2,230,"in"
350,1.1,180,60,8,234,"out"
10,0.1,280,10,4,227,"in"
730,0.4,130,160,4,234,"out"
140,0.2,300,10,4,231,"in"
160,0.1,310,10,2,228,"in"
170,0,190,10,12,233,"in"
980,0.8,10,80,20,234,"out"
0,0,310,10,0,223,"in"
0,0,340,10,0,232,"in"
40,0,220,10,8,233,"in"
50,0,220,10,8,233,"in"
280,0,190,10,12,233,"in"
160,0.1,310,10,2,228,"in"
470,1.3,130,50,20,234,"out"
20,0.1,290,0,6,233,"in"
1170,1,190,130,4,234,"out"
440,0,70,160,14,234,"out"
550,0.2,230,140,20,234,"out"
1090,0.9,120,280,2,234,"out"
20,0,310,10,2,231,"in"
100,0,210,10,8,233,"in"
900,0.6,410,0,-2,234,"out"
350,0.2,310,140,-2,234,"out"
190,0,220,10,6,233,"in"
130,0,210,10,8,233,"in"
230,0,250,20,4,227,"in"
140,0,300,10,2,227,"in"
400,0.3,90,100,0,234,"out"
10,0.1,310,10,2,230,"in"
50,0,270,0,10,232,"in"
110,0.1,200,10,10,231,"in"
160,1.3,360,20,10,234,"out"
10,0.1,300,10,4,220,"in"
30,0,270,10,10,232,"in"
260,1.3,410,130,20,234,"out"
10,0,300,10,4,210,"in"
170,0,260,10,4,233,"in"
310,0.5,140,80,16,234,"out"
40,0.1,310,0,2,233,"in"
180,0.1,290,10,4,228,"in"
80,0,290,10,4,233,"in"
20,0.1,280,10,4,233,"in"
30,0,300,10,0,231,"in"
330,0,260,10,4,233,"in"
180,1.2,370,10,14,234,"out"
200,0,200,10,12,233,"in"
960,1.2,220,240,2,234,"out"
0,0.6,100,140,20,234,"out"
210,0.6,40,100,20,234,"out"
320,0.6,260,40,12,234,"out"
30,0,270,0,10,233,"in"
100,0,190,10,12,233,"in"
180,0,270,10,4,232,"in"
100,0.1,300,10,4,229,"in"
960,0.9,310,10,-2,234,"out"
1010,1.1,280,280,2,234,"out"
250,0.1,190,10,10,233,"in"
70,0.1,300,0,6,231,"in"
0,0,270,10,10,233,"in"
990,0.8,270,170,14,234,"out"
0,0,300,10,2,222,"in"
550,1.3,250,0,18,234,"out"
70,0.1,300,0,6,231,"in"
160,0.1,310,10,2,228,"in"
20,0,290,10,4,227,"in"
530,0.6,320,100,14,234,"out"
30,0,310,10,2,233,"in"
60,0,220,10,8,232,"in"
780,0.5,340,300,12,234,"out"
1150,0.9,40,160,2,234,"out"
600,0.9,30,200,20,234,"out"
460,1.3,90,200,10,234,"out"
20,0,280,10,4,231,"in"
120,0,230,10,6,233,"in"
1130,1,300,250,20,234,"out"
20,0,220,10,8,232,"in"
120,0,230,10,6,233,"in"
350,0.3,220,10,8,182,"in"
1160,0.6,210,150,4,234,"out"
10,0,290,10,0,233,"in"
110,0.2,300,10,4,231,"in"
160,0.1,310,10,2,228,"in"
200,0.2,220,10,6,229,"in"
280,0,240,10,6,226,"in"
870,0.5,180,130,20,234,"out"
900,1.1,230,60,12,234,"out"
170,0,190,10,12,233,"in"
60,0.6,240,60,6,234,"out"
40,0.1,240,0,14,231,"in"
20,0,300,10,2,211,"in"
20,0.1,280,10,4,233,"in"
260,0.1,300,10,2,232,"in"
20,0,200,10,12,233,"in"
50,0,190,10,10,232,"in"
80,0.1,310,0,4,232,"in"
50,0,270,10,4,233,"in"
10,0.1,280,10,6,229,"in"
920,0.3,350,170,20,234,"out"
1170,0.1,260,150,18,234,"out"
50,0,290,10,6,233,"in"
30,0,220,10,12,232,"in"
1220,1,10,60,6,234,"out"
820,0.4,130,240,4,234,"out"
70,0.1,240,0,12,232,"in"
40,0,290,10,4,233,"in"
920,0.4,130,290,-2,234,"out"
30,0,210,10,12,233,"in"
130,0.7,200,210,-2,234,"out"
30,0,310,10,2,233,"in"
1220,0.2,260,240,0,234,"out"
40,0,300,10,4,233,"in"
740,1.1,60,30,4,234,"out"
1060,0.7,80,160,10,234,"out"
30,1.2,320,20,12,234,"out"
290,1.2,350,40,10,234,"out"
1140,1.3,340,240,16,234,"out"
40,0,200,10,8,233,"in"
20,0,240,10,10,233,"in"
40,0,250,10,10,232,"in"
110,0.1,300,10,4,226,"in"
340,1.1,290,250,6,234,"out"
630,0.3,160,80,6,234,"out"
60,0,190,10,10,230,"in"
300,0.8,220,140,6,234,"out"
50,0,200,10,12,232,"in"
280,0.8,160,100,10,234,"out"
880,0.2,30,60,6,234,"out"
30,0,230,140,10,234,"out"
390,0,100,270,2,234,"out"
20,0,250,10,10,225,"in"
40,0.1,310,0,2,233,"in"
30,0.2,280,10,4,233,"in"
280,1.3,140,270,0,234,"out"
690,0,160,130,6,234,"out"
30,0,230,10,10,232,"in"
40,0.1,310,0,4,233,"in"
340,0.1,100,80,6,234,"out"
280,0,300,10,2,230,"in"
180,0,270,10,4,232,"in"
80,0,290,10,4,233,"in"
540,0.5,290,70,20,234,"out"
820,1.2,190,120,2,234,"out"
670,0.3,110,130,10,234,"out"
270,0.5,0,220,2,234,"out"
40,0,290,10,4,233,"in"
80,0,240,10,8,223,"in"
1240,1.3,280,80,14,234,"out"
730,0,10,70,-2,234,"out"
910,1.1,90,10,12,234,"out"
30,0,210,10,8,232,"in"
30,0.8,30,40,4,234,"out"
0,0,250,10,10,233,"in"
1040,1.2,370,170,6,234,"out"
710,0.7,160,70,2,234,"out"
20,0,200,10,14,233,"in"
910,1,40,300,-2,234,"out"
560,0.9,150,190,6,234,"out"
30,0,190,10,10,232,"in"
20,0,300,10,2,211,"in"
80,0.2,300,10,4,227,"in"
1150,1.2,180,210,2,234,"out"
20,0,290,10,8,232,"in"
340,0,300,10,2,233,"in"
30,1,150,120,-2,234,"out"
280,0,300,10,2,230,"in"
10,0,300,10,2,166,"in"
1110,0.7,390,170,-2,234,"out"
30,0,260,10,10,232,"in"
1120,1.2,260,190,-2,234,"out"
0,0,310,10,2,215,"in"
20,0,290,10,2,229,"in"
30,0,270,10,10,232,"in"
50,0,250,10,10,233,"in"
980,0,260,190,4,234,"out"
650,1.3,340,170,-2,234,"out"
850,0.7,410,10,10,234,"out"
10,0,320,10,2,233,"in"
640,0.8,90,180,0,234,"out"
690,1,360,160,18,234,"out"
760,0.5,180,140,-2,234,"out"
20,0,250,10,10,225,"in"
10,0.1,280,10,6,229,"in"
720,0.9,10,50,2,234,"out"
610,0.3,230,170,-2,234,"out"
40,0,300,10,0,231,"in"
140,0.2,300,10,4,231,"in"
100,0,210,10,8,233,"in"
40,0.1,310,0,2,233,"in"
100,0,210,10,8,233,"in"
70,0.2,260,10,8,232,"in"
280,0,300,10,2,230,"in"
30,0,290,10,6,203,"in"
30,0,210,10,12,233,"in"
40,0,220,10,8,233,"in"
200,0,230,10,6,233,"in"
210,1,280,0,20,234,"out"
60,0.1,300,10,4,227,"in"
60,0,220,10,8,232,"in"
10,0,250,10,10,225,"in"
1050,1.1,220,10,20,234,"out"
260,0,260,10,4,233,"in"
170,1.3,0,30,18,234,"out"
160,0.1,310,10,2,228,"in"
80,0,300,10,0,233,"in"
30,0,270,0,10,233,"in"
20,0.8,110,40,10,234,"out"
580,0.1,130,150,14,234,"out"
1070,0.4,150,160,4,234,"out"
1080,1,290,50,12,234,"out"
220,0.2,300,10,4,231,"in"
300,0.7,350,100,4,234,"out"
700,0,250,270,10,234,"out"
100,1.3,50,10,20,234,"out"
130,0,210,10,8,233,"in"
20,0,190,10,12,232,"in"
50,0.1,260,10,8,230,"in"
200,0,200,10,12,233,"in"
410,1,20,280,10,234,"out"
30,0.1,290,0,6,232,"in"
20,0,260,10,4,233,"in"
20,0,190,10,10,226,"in"
1050,0.6,160,60,8,234,"out"
250,0.4,140,250,14,234,"out"
40,0.1,300,10,2,211,"in"
360,1.2,310,110,-2,234,"out"
40,0.1,230,10,14,233,"in"
190,0.4,340,0,-2,234,"out"
290,1.2,200,250,12,234,"out"
80,0,200,10,12,233,"in"
40,0,260,10,4,233,"in"
540,0.8,280,130,12,234,"out"
110,0.1,300,10,4,226,"in"
1160,0.9,220,200,2,234,"out"
1170,0.7,280,230,2,234,"out"
840,0.4,160,50,6,234,"out"
440,0.8,130,50,10,234,"out"
200,0.7,80,220,6,234,"out"
50,0.1,300,10,4,232,"in"
790,0.3,0,50,12,234,"out"
10,0.1,280,10,4,227,"in"
30,0.1,300,10,4,230,"in"
900,0.7,100,170,16,234,"out"
140,0,40,130,-2,234,"out"
1160,0.7,90,280,4,234,"out"
580,0,100,130,10,234,"out"
160,0.2,290,10,4,232,"in"
100,0.1,300,10,4,229,"in"
700,1.2,170,240,16,234,"out"
40,0.1,300,10,4,221,"in"
800,0.1,0,220,14,234,"out"
20,0,310,0,4,233,"in"
0,0.2,270,220,0,234,"out"
10,0.1,300,10,4,220,"in"
880,1.3,70,190,0,234,"out"
650,0.3,10,160,8,234,"out"
810,0.4,370,0,2,234,"out"
10,0,220,10,10,233,"in"
20,0,310,0,4,233,"in"
820,1,240,250,12,234,"out"
40,0,280,10,6,230,"in"
1080,0.5,150,20,-2,234,"out"
460,0.2,110,250,12,234,"out"
750,0.5,170,80,18,234,"out"
750,0.1,290,20,12,234,"out"
1010,0.7,120,20,18,234,"out"
40,0.1,310,0,2,233,"in"
110,0.4,250,10,4,229,"in"
1070,0.6,350,300,0,234,"out"
940,0.7,160,150,12,234,"out"
400,0.3,130,300,2,234,"out"
770,0.7,110,130,0,234,"out"
970,0.6,150,180,10,234,"out"
50,0,220,10,8,233,"in"
40,0.7,60,270,20,234,"out"
70,0.1,280,10,6,232,"in"
970,0.4,30,20,18,234,"out"
20,0.1,300,10,2,231,"in"
70,0.1,280,10,6,232,"in"
40,0.1,260,10,8,207,"in"
300,0.2,80,180,2,234,"out"
560,0.7,110,220,14,234,"out"
20,0,200,10,12,233,"in"
200,0,200,10,12,233,"in"
80,0.2,300,10,4,227,"in"
560,1.1,80,80,0,234,"out"
630,0.7,100,90,2,234,"out"
1160,0.1,110,0,0,234,"out"
110,0.2,300,10,4,231,"in"
80,0.1,310,0,4,232,"in"
70,0.1,300,0,6,231,"in"
980,1.1,410,110,6,234,"out"
20,0,240,10,10,233,"in"
20,0.1,280,10,4,233,"in"
20,0,190,10,12,232,"in"
290,0.7,40,100,10,234,"out"
90,0.4,60,0,20,234,"out"
310,0.5,280,130,8,234,"out"
40,0,220,10,12,233,"in"
170,0.8,340,210,-2,234,"out"
20,0,250,10,10,225,"in"
40,0,220,10,14,232,"in"
140,0.5,270,40,10,234,"out"
20,0.1,300,10,2,231,"in"
360,0.2,70,200,0,234,"out"
570,0.1,70,150,4,234,"out"
40,0.1,310,0,2,233,"in"
170,0.4,220,160,8,234,"out"
80,0,220,10,8,233,"in"
680,1.1,60,210,16,234,"out"
10,0.1,310,10,2,230,"in"
50,0,300,0,6,233,"in"
220,1.1,330,20,4,234,"out"
100,0.2,290,10,4,233,"in"
0,0.1,310,10,2,224,"in"
840,0.3,10,0,6,234,"out"
290,0.3,220,10,8,231,"in"
1150,0.7,100,170,-2,234,"out"
1230,1.2,170,10,20,234,"out"
440,0.3,350,260,16,234,"out"
1120,0.7,320,260,4,234,"out"
150,0.9,280,210,8,234,"out"
640,0.8,300,50,0,234,"out"
0,0,310,10,2,215,"in"
70,0.1,240,0,12,232,"in"
810,0.4,100,90,-2,234,"out"
0,0,340,10,0,232,"in"
720,0.2,140,20,8,234,"out"
0,0,260,10,10,208,"in"
280,0,300,10,2,230,"in"
510,0.1,200,220,20,234,"out"
280,0,190,10,12,233,"in"
40,0,280,10,6,230,"in"
40,0,310,10,4,232,"in"
80,0.1,300,10,2,218,"in"
830,0.3,10,120,16,234,"out"
80,0.3,250,60,16,234,"out"
140,0,300,10,2,227,"in"
380,0.7,240,220,8,234,"out"
1080,0.5,290,70,20,234,"out"
0,0.1,290,10,4,221,"in"
260,0.1,280,10,4,232,"in"
520,0.9,130,220,18,234,"out"
290,0.3,220,10,8,231,"in"
1060,0.3,30,110,8,234,"out"
40,0,200,10,8,233,"in"
20,0,200,10,14,233,"in"
880,0.1,250,30,4,234,"out"
30,0.1,410,70,14,234,"out"
110,0.1,200,10,10,231,"in"
530,0.8,390,120,6,234,"out"
0,0.1,290,10,4,221,"in"
110,0.1,200,10,10,231,"in"
170,0,240,20,4,221,"in"
20,0,260,10,10,208,"in"
1260,0.8,170,10,-2,234,"out"
830,0,340,130,2,234,"out"
320,1.3,70,140,12,234,"out"
30,0.2,280,10,4,233,"in"
600,0.5,180,170,0,234,"out"
180,0.3,200,110,0,234,"out"
300,0.1,300,10,4,233,"in"
1180,0,340,260,0,234,"out"
40,0.1,300,10,2,211,"in"
80,0,300,10,0,233,"in"
360,1,20,130,-2,234,"out"
170,0.1,230,10,10,233,"in"
30,0,210,10,12,233,"in"
1090,0.2,40,210,8,234,"out"
0,0,320,0,0,232,"in"
310,0.1,300,10,2,232,"in"
1000,1.1,400,20,-2,234,"out"
420,0.3,310,200,20,234,"out"
10,0,250,10,10,225,"in"
720,1,10,100,6,234,"out"
70,0.1,250,10,8,232,"in"
290,0.3,220,10,8,231,"in"
0,0,310,10,0,223,"in"
490,0.5,90,70,8,234,"out"
920,1.3,60,150,0,234,"out"
1040,0.7,0,140,16,234,"out"
0,0,320,10,0,229,"in"
1000,0.1,400,250,4,234,"out"
160,1.2,270,280,20,234,"out"
650,0.6,320,50,4,234,"out"
30,0.1,300,10,2,231,"in"
40,0,220,10,8,233,"in"
910,0.1,320,30,6,234,"out"
490,1.1,120,200,12,234,"out"
30,0,190,10,10,232,"in"
80,0.2,300,10,4,227,"in"
20,0,280,10,6,208,"in"
40,0,300,10,4,233,"in"
940,0.8,140,100,2,234,"out"
210,0.1,300,10,2,231,"in"
250,1.2,220,20,6,234,"out"
130,1.3,20,10,4,234,"out"
110,0.2,290,10,4,232,"in"
20,0.1,290,10,4,223,"in"
700,1.2,300,50,18,234,"out"
1190,0.5,350,170,8,234,"out"
530,0.1,260,250,10,234,"out"
170,0.1,40,70,20,234,"out"
110,0.1,300,10,4,226,"in"
890,0.9,400,70,16,234,"out"
40,0,310,10,4,232,"in"
970,1.3,360,40,10,234,"out"
250,0.1,300,10,2,231,"in"
100,0,180,10,12,233,"in"
140,1.1,60,270,4,234,"out"
210,1.3,310,250,10,234,"out"
70,0.3,330,100,18,234,"out"
60,0,220,10,8,232,"in"
0,0,320,0,0,232,"in"
370,0.3,180,70,-2,234,"out"
1020,0.9,410,110,18,234,"out"
310,0.1,300,10,2,232,"in"
430,0.6,140,220,0,234,"out"
30,0,270,10,10,232,"in"
1160,0.9,270,260,14,234,"out"
0,0.3,280,240,20,234,"out"
570,0.2,300,300,18,234,"out"
130,0.4,100,220,14,234,"out"
100,0.1,300,10,2,229,"in"
50,0,270,0,10,232,"in"
10,0,300,10,2,166,"in"
130,0,210,10,8,233,"in"
20,0,270,10,10,230,"in"
160,0,220,180,2,234,"out"
530,0.3,180,30,14,234,"out"
250,0,180,10,12,233,"in"
750,0.9,170,250,18,234,"out"
20,0,190,10,10,226,"in"
70,0.2,300,10,4,229,"in"
130,0,190,10,10,233,"in"
1250,0.3,150,100,12,234,"out"
70,0.1,300,10,2,230,"in"
800,0.6,390,160,10,234,"out"
40,0,300,10,2,230,"in"
290,0.3,220,10,8,231,"in"
1080,0.4,80,130,12,234,"out"
20,0,200,10,14,233,"in"
20,0,290,10,6,229,"in"
310,0,180,10,12,233,"in"
1210,1.2,190,230,-2,234,"out"
500,1.3,30,210,8,234,"out"
170,0.2,290,10,4,228,"in"
20,1.1,410,10,18,234,"out"
780,0.4,350,230,4,234,"out"
90,0.2,20,30,0,234,"out"
30,0,220,10,12,232,"in"
950,1.3,140,210,18,234,"out"
80,0.1,40,30,6,234,"out"
260,0.8,50,90,18,234,"out"
540,0.5,80,300,10,234,"out"
40,0,300,10,0,231,"in"
260,0.1,280,10,4,232,"in"
10,0,300,10,0,175,"in"
20,0,260,10,4,233,"in"
130,0,210,10,8,233,"in"
1190,0.6,170,30,16,234,"out"
70,0.2,300,10,4,229,"in"
1080,0.2,220,80,16,234,"out"
140,0.3,300,280,10,234,"out"
10,0,270,10,10,221,"in"
340,0.1,220,270,8,234,"out"
30,0,310,0,2,231,"in"
10,0,260,10,8,217,"in"
20,0,290,10,2,229,"in"
10,0,310,0,2,233,"in"
150,0.3,30,60,18,234,"out"
40,0,190,10,10,232,"in"
20,0,290,10,4,227,"in"
290,0.3,220,10,8,231,"in"
300,0.5,10,20,12,234,"out"
710,0.2,200,280,-2,234,"out"
10,0,310,10,0,223,"in"
90,0,190,10,10,233,"in"
30,0,260,10,10,232,"in"
30,0.1,290,10,4,231,"in"
520,0.7,160,210,4,234,"out"
100,0,190,10,12,233,"in"
220,0.2,300,10,4,231,"in"
240,0.2,300,10,2,232,"in"
880,0.7,70,300,0,234,"out"
30,0,220,10,8,230,"in"
290,0.7,270,100,18,234,"out"
810,1.2,410,150,18,234,"out"
0,0.1,300,10,0,232,"in"
190,0,220,10,6,233,"in"
250,0,320,140,0,234,"out"
680,0.2,110,60,2,234,"out"
130,0,190,10,10,233,"in"
550,0.2,20,70,0,234,"out"
50,0,70,130,14,234,"out"
710,0.1,40,80,0,234,"out"
0,0.1,310,10,2,224,"in"
20,1.3,320,20,12,234,"out"
30,0,200,10,14,233,"in"
200,0.2,220,10,6,229,"in"
100,0.3,290,10,0,233,"in"
110,0.2,300,10,4,231,"in"
250,0.1,190,10,10,233,"in"
960,0.9,170,220,6,234,"out"
10,0,300,10,2,166,"in"
10,0,310,0,2,233,"in"
500,1.1,200,160,14,234,"out"
20,0.1,290,10,4,223,"in"
20,0,250,10,10,225,"in"
200,0,200,10,12,233,"in"
100,0.3,290,10,0,233,"in"
990,0,320,260,14,234,"out"
10,0,270,0,10,226,"in"
10,0,270,0,10,226,"in"
410,0,130,200,14,234,"out"
150,0.1,190,10,10,233,"in"
90,0.5,160,300,-2,234,"out"
20,0,280,10,4,231,"in"
1190,1,100,80,20,234,"out"
180,0.4,70,260,4,234,"out"
0,0,270,10,10,233,"in"
250,1.3,190,270,0,234,"out"
260,0.2,300,10,2,233,"in"
420,0.6,190,80,20,234,"out"
160,0.1,200,10,8,233,"in"
10,0.2,300,10,4,225,"in"
310,0,180,10,12,233,"in"
30,0.1,300,0,6,233,"in"
30,1.3,410,180,2,234,"out"
20,0.1,300,10,4,232,"in"
20,1.3,260,40,14,234,"out"
30,0,300,10,4,230,"in"
70,0,190,10,10,233,"in"
790,0.6,100,290,12,234,"out"
660,0.7,390,260,4,234,"out"
0,0.1,320,10,0,233,"in"
980,0.3,180,200,2,234,"out"
810,0.3,390,0,10,234,"out"
10,0,290,10,2,216,"in"
10,0,320,10,2,233,"in"
490,0.4,360,300,8,234,"out"
750,0.3,320,10,8,234,"out"
140,0.8,250,290,18,234,"out"
1100,0.6,220,110,10,234,"out"
500,1.3,250,90,8,234,"out"
760,0.7,80,160,8,234,"out"
140,0,210,10,8,233,"in"
1070,1.2,290,100,6,234,"out"
110,1,130,200,12,234,"out"
90,0.1,310,10,4,233,"in"
90,0,220,10,6,232,"in"
260,0.1,280,10,4,232,"in"
30,0,250,10,10,230,"in"
10,0,220,10,10,233,"in"
10,0,310,0,2,233,"in"
100,0,210,10,8,233,"in"
690,1,280,40,-2,234,"out"
900,0.2,150,180,8,234,"out"
850,0,250,180,14,234,"out"
10,0,270,0,10,226,"in"
140,0.2,290,10,4,233,"in"
810,0.3,30,50,14,234,"out"
50,0,300,0,6,233,"in"
350,1.3,320,270,18,234,"out"
940,1,300,80,0,234,"out"
1190,0.8,120,240,0,234,"out"
1250,1.1,250,120,8,234,"out"
630,1.3,390,210,18,234,"out"
70,1.2,200,10,6,234,"out"
460,0.3,300,40,14,234,"out"
430,0,20,130,20,234,"out"
70,0.1,280,10,6,232,"in"
830,0.3,60,110,14,234,"out"
50,0.1,260,10,8,230,"in"
260,0,260,10,4,233,"in"
300,0.2,120,290,16,234,"out"
180,0,190,10,12,233,"in"
570,0.3,270,110,6,234,"out"
680,0.6,100,160,10,234,"out"
250,0,180,10,12,233,"in"
20,0,280,10,4,231,"in"
950,0.6,110,50,-2,234,"out"
220,1.3,350,150,-2,234,"out"
280,0,240,10,6,226,"in"
10,0,250,10,10,225,"in"
810,0.4,30,0,16,234,"out"
20,0,300,10,4,220,"in"
1030,0.4,150,260,6,234,"out"
470,0.5,50,130,6,234,"out"
100,0.1,300,10,4,229,"in"
180,0,190,10,12,233,"in"
1180,1.2,240,70,-2,234,"out"
1080,0.9,180,40,18,234,"out"
130,0,180,10,12,233,"in"
50,0,250,10,10,233,"in"
660,0.5,210,280,4,234,"out"
70,0.5,0,0,14,234,"out"
1000,0.4,270,40,-2,234,"out"
70,0.1,240,0,12,232,"in"
140,1.1,150,300,20,234,"out"
990,0.6,410,150,6,234,"out"
130,0.9,100,150,8,234,"out"
0,0,310,10,0,223,"in"
330,0,90,270,8,234,"out"
700,1,130,70,20,234,"out"
80,0.1,300,10,2,218,"in"
300,0.3,110,160,18,234,"out"
910,0,170,10,18,234,"out"
660,0.9,10,60,6,234,"out"
30,0,300,10,4,230,"in"
1020,0.9,200,80,14,234,"out"
30,0,270,10,10,232,"in"
110,0.2,300,10,4,231,"in"
720,0.7,150,160,14,234,"out"
40,0,300,10,4,233,"in"
1100,1,250,240,20,234,"out"
0,1,370,180,18,234,"out"
60,1.3,140,230,18,234,"out"
250,0.2,300,10,2,232,"in"
50,0,300,10,4,231,"in"
240,0.4,40,100,10,234,"out"
30,0,200,10,14,233,"in"
410,0.3,240,120,6,234,"out"
200,0,200,10,12,233,"in"
100,0,210,10,8,233,"in"
1170,0.7,0,230,14,234,"out"
40,0.1,240,180,0,234,"out"
310,1.3,370,160,14,234,"out"
10,0,300,10,0,175,"in"
660,1.2,260,280,8,234,"out"
0,0,270,10,8,231,"in"
1030,0.6,260,170,0,234,"out"
40,0.1,300,10,2,211,"in"
0,0.1,310,10,2,224,"in"
140,0,300,10,2,227,"in"
630,0.3,50,60,18,234,"out"
20,0,200,10,12,233,"in"
260,1,320,30,10,234,"out"
1210,0.4,70,40,12,234,"out"
50,1,310,260,20,234,"out"
50,0,190,10,10,232,"in"
20,0,290,10,4,227,"in"
900,0.8,380,50,6,234,"out"
760,0.4,200,90,4,234,"out"
80,0,300,10,0,233,"in"
20,0,280,10,6,208,"in"
70,0.8,50,190,12,234,"out"
650,0.8,280,160,16,234,"out"
80,0.9,300,190,-2,234,"out"
1010,0,0,250,6,234,"out"
20,0.9,330,220,4,234,"out"
250,0.1,190,10,10,233,"in"
0,0.1,320,10,0,233,"in"
310,0.4,260,280,0,234,"out"
670,0.8,110,160,4,234,"out"
830,0.5,230,130,-2,234,"out"
10,0.1,300,10,4,220,"in"
30,0,300,10,4,230,"in"
870,0.4,410,180,6,234,"out"
640,1.1,140,80,4,234,"out"
320,0.3,400,30,6,234,"out"
60,1.1,50,20,14,234,"out"
730,0.8,100,120,14,234,"out"
1230,0.8,20,240,20,234,"out"
810,0,140,140,20,234,"out"
560,0.9,350,20,0,234,"out"
250,0.7,300,200,8,234,"out"
930,0.8,380,210,2,234,"out"
10,0,300,10,2,166,"in"
60,0,220,10,8,232,"in"
50,0,190,10,10,232,"in"
290,0.7,200,60,6,234,"out"
0,0.1,320,10,0,233,"in"
570,0.7,240,170,12,234,"out"
200,1,280,270,12,234,"out"
40,0,310,10,4,232,"in"
550,0.7,170,40,10,234,"out"
0,0,310,0,2,233,"in"
730,0,10,300,8,234,"out"
860,0.8,320,70,2,234,"out"
0,0,270,10,10,233,"in"
0,0.2,170,270,16,234,"out"
1260,0.9,250,290,-2,234,"out"
120,0,230,10,6,233,"in"
660,0.8,140,140,14,234,"out"
20,0,300,10,4,220,"in"
40,0,300,10,0,231,"in"
1030,0.2,370,0,20,234,"out"
130,1.3,370,10,18,234,"out"
0,0.1,300,10,0,232,"in"
20,0,200,10,14,233,"in"
170,0.2,290,10,4,228,"in"
50,0.1,300,10,4,232,"in"
10,0,290,10,0,233,"in"
160,0.2,300,10,4,233,"in"
260,0.7,210,50,18,234,"out"
550,0.9,170,210,-2,234,"out"
70,0.1,240,0,12,232,"in"
660,0.6,70,80,20,234,"out"
1230,1.2,70,80,4,234,"out"
780,0.7,110,150,14,234,"out"
700,0.1,30,50,8,234,"out"
1160,0.2,180,250,18,234,"out"
40,0,310,10,4,232,"in"
330,0,90,90,0,234,"out"
780,1,240,290,4,234,"out"
1210,0.4,260,170,12,234,"out"
690,0.2,30,230,4,234,"out"
1080,1.1,350,160,12,234,"out"
1190,0.2,120,220,-2,234,"out"
140,0.1,180,240,10,234,"out"
0,0,340,10,0,232,"in"
30,0,300,10,2,220,"in"
20,0.1,290,0,6,233,"in"
330,1.3,230,60,-2,234,"out"
490,1.1,360,210,10,234,"out"
1260,1.2,20,220,8,234,"out"
500,1.3,150,170,14,234,"out"
0,0,260,10,10,208,"in"
80,0,220,10,8,233,"in"
0,0.1,310,10,2,224,"in"
810,0.7,200,30,10,234,"out"
20,0.7,150,110,12,234,"out"
160,0.1,330,240,10,234,"out"
30,0,300,10,2,220,"in"
50,0,270,10,4,233,"in"
0,0,300,10,0,201,"in"
100,0,210,10,12,230,"in"
30,0.3,160,170,12,234,"out"
10,0,260,10,8,217,"in"
20,0,220,10,6,233,"in"
30,0.1,290,10,4,231,"in"
10,0,260,10,8,217,"in"
1140,0.7,120,190,16,234,"out"
300,1.3,370,280,-2,234,"out"
900,0.4,250,300,12,234,"out"
940,1.2,270,70,16,234,"out"
1030,0.8,170,220,4,234,"out"
40,0.1,310,10,4,233,"in"
160,0.2,30,240,16,234,"out"
290,0.5,10,120,10,234,"out"
20,0.1,290,10,4,223,"in"
50,0,200,10,12,232,"in"
10,0,260,10,10,183,"in"
490,1.3,0,30,8,234,"out"
0,0,310,0,2,233,"in"
10,0,270,10,10,221,"in"
10,0,300,10,0,175,"in"
1020,1.2,60,130,-2,234,"out"
20,0,280,10,4,231,"in"
250,0.5,110,10,-2,234,"out"
120,0.4,400,290,8,234,"out"
100,0.1,300,10,2,229,"in"
70,0.2,260,10,8,232,"in"
970,0.5,220,250,20,234,"out"
980,1,40,220,12,234,"out"
0,0,310,10,0,223,"in"
520,1.3,240,180,6,234,"out"
850,1.3,370,110,2,234,"out"
1140,0.3,330,90,10,234,"out"
10,0,310,10,2,201,"in"
100,0,210,10,8,233,"in"
30,0,220,10,12,232,"in"
330,0,260,10,4,233,"in"
760,0.9,350,30,8,234,"out"
60,0,190,10,10,230,"in"
20,0,290,10,4,227,"in"
720,0.9,360,90,20,234,"out"
310,0.1,150,120,16,234,"out"
590,0.3,30,140,-2,234,"out"
1160,0.3,360,280,0,234,"out"
420,0.2,210,130,18,234,"out"
120,0.7,200,110,20,234,"out"
920,0.3,330,110,10,234,"out"
10,0,290,10,0,233,"in"
0,0,280,10,4,176,"in"
30,0,270,10,10,232,"in"
280,1.1,270,50,20,234,"out"
950,1.3,140,110,0,234,"out"
40,0.1,230,10,14,233,"in"
950,0.7,200,180,14,234,"out"
30,0,220,10,12,232,"in"
100,0.2,290,10,4,233,"in"
210,0.3,310,130,6,234,"out"
10,0,320,10,2,233,"in"
180,0.1,290,10,4,228,"in"
30,0.1,290,10,4,231,"in"
880,0.5,270,300,-2,234,"out"
30,0.1,300,10,2,231,"in"
10,0,320,10,2,233,"in"
1230,1.2,140,170,8,234,"out"
880,0.1,240,260,4,234,"out"
