"terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean","Freq","resp.var"
620,1.1,40,200,12,234,"out"
280,0,300,10,2,230,"in"
140,0,200,10,10,233,"in"
1060,0.6,20,170,4,234,"out"
30,0,290,10,6,203,"in"
10,0.1,310,10,2,230,"in"
480,1.2,370,230,2,234,"out"
0,0,290,10,2,205,"in"
40,0.1,240,0,14,231,"in"
20,0.1,290,10,4,223,"in"
110,0.1,200,10,10,231,"in"
0,0,300,10,0,201,"in"
140,0,210,10,8,233,"in"
100,0,190,10,12,233,"in"
40,0,200,10,8,233,"in"
40,0.1,300,10,4,221,"in"
40,0,290,10,4,233,"in"
70,0,190,10,10,233,"in"
30,1.3,250,40,-2,234,"out"
80,0.1,300,10,4,233,"in"
80,0,190,10,10,233,"in"
30,0,280,10,6,224,"in"
610,0.1,250,20,14,234,"out"
30,0,210,10,12,233,"in"
600,0.7,10,170,10,234,"out"
970,0.5,270,180,16,234,"out"
70,0.1,300,0,6,231,"in"
180,0,270,10,4,232,"in"
1260,0.1,70,90,0,234,"out"
260,0.1,300,10,2,232,"in"
30,0,190,10,10,232,"in"
10,0.1,280,10,4,227,"in"
70,0.1,300,0,6,231,"in"
50,0,300,0,6,233,"in"
20,0,250,0,14,232,"in"
550,1,110,110,6,234,"out"
20,0.3,400,20,20,234,"out"
160,0.1,210,10,8,233,"in"
150,0.9,330,250,2,234,"out"
10,0,310,10,0,223,"in"
0,0,320,10,2,233,"in"
920,1.2,320,270,20,234,"out"
340,0,300,10,2,233,"in"
20,0.1,290,10,4,223,"in"
990,0.2,120,290,10,234,"out"
70,0.1,300,0,6,231,"in"
100,0.3,290,10,0,233,"in"
240,0.6,80,250,12,234,"out"
20,0,270,10,8,233,"in"
660,1.3,10,170,0,234,"out"
70,0.1,280,10,6,232,"in"
740,0.7,340,110,18,234,"out"
180,0,190,10,12,233,"in"
10,0,220,10,10,233,"in"
30,0.2,280,10,4,233,"in"
360,0.7,20,170,6,234,"out"
10,0,290,10,6,142,"in"
30,0,250,10,10,230,"in"
10,0.2,240,120,0,234,"out"
140,0,300,10,2,227,"in"
20,0,260,10,4,233,"in"
110,0,190,10,10,233,"in"
120,0,300,10,2,231,"in"
0,1,320,270,12,234,"out"
40,0,300,10,0,231,"in"
80,0,200,10,12,233,"in"
170,0,190,10,12,233,"in"
10,0.2,300,10,4,225,"in"
390,0.6,380,70,2,234,"out"
90,0.1,300,10,4,230,"in"
20,0,280,10,6,208,"in"
1170,0.6,100,290,10,234,"out"
350,0,100,120,0,234,"out"
10,0,320,10,2,233,"in"
20,0.8,290,160,18,234,"out"
230,1.3,270,130,14,234,"out"
1020,0.6,200,220,8,234,"out"
40,0.1,310,10,4,233,"in"
470,0.1,250,300,12,234,"out"
10,0,310,0,2,233,"in"
0,0,300,10,2,222,"in"
20,0,310,0,4,233,"in"
100,0.1,300,10,4,229,"in"
80,0.9,260,90,18,234,"out"
20,0,310,10,0,223,"in"
10,0,220,10,6,232,"in"
40,0.1,310,10,4,233,"in"
250,0.2,300,10,2,232,"in"
130,0,180,10,12,233,"in"
150,0.1,190,10,10,233,"in"
40,0,260,10,4,233,"in"
960,0.1,0,170,-2,234,"out"
10,0,220,10,10,233,"in"
910,0.8,220,110,16,234,"out"
60,0.2,300,10,4,232,"in"
590,0,180,10,10,233,"in"
50,0,190,10,10,232,"in"
20,0.1,290,0,6,233,"in"
210,0.1,390,60,4,234,"out"
40,0,200,10,8,233,"in"
750,0.9,110,110,16,234,"out"
930,0,250,230,18,234,"out"
20,0,300,10,4,220,"in"
60,0.2,300,10,4,232,"in"
740,0.3,260,170,20,234,"out"
20,0,240,10,10,233,"in"
30,0.1,300,0,6,233,"in"
20,0,290,10,2,229,"in"
10,0,320,10,0,227,"in"
240,0.2,300,10,2,232,"in"
140,0.2,290,10,4,233,"in"
200,0,200,10,12,233,"in"
170,0,260,10,4,233,"in"
940,0.5,350,220,20,234,"out"
170,0.1,230,10,10,233,"in"
30,0.1,280,10,6,228,"in"
850,0.4,330,180,6,234,"out"
20,0,290,10,6,229,"in"
30,0,260,20,4,233,"in"
30,0,310,0,2,231,"in"
30,0,260,10,10,232,"in"
20,0,300,10,2,211,"in"
10,0.1,310,10,2,230,"in"
290,0,210,250,18,234,"out"
10,0,290,10,2,216,"in"
20,0,220,10,8,232,"in"
370,1.1,60,10,18,234,"out"
20,0,220,10,12,231,"in"
0,0,270,10,8,231,"in"
260,0,260,10,4,233,"in"
110,0.1,300,10,4,226,"in"
90,0,220,10,6,232,"in"
80,0,200,10,12,233,"in"
990,0.9,40,0,0,234,"out"
110,0.4,250,10,4,229,"in"
260,0,260,10,4,233,"in"
190,0,220,10,6,233,"in"
40,0,300,10,2,230,"in"
30,0,210,10,8,232,"in"
1260,1.2,290,100,20,234,"out"
150,0.1,190,10,10,233,"in"
80,0,300,10,0,233,"in"
0,0,300,10,2,222,"in"
30,0.1,290,10,4,231,"in"
130,0,190,10,10,233,"in"
600,1.2,120,170,10,234,"out"
230,0.2,0,290,-2,234,"out"
110,0.1,130,50,8,234,"out"
20,0.1,300,10,2,231,"in"
1180,0.5,80,270,2,234,"out"
20,0.1,300,10,4,232,"in"
0,0,300,10,2,222,"in"
230,1.1,80,80,-2,234,"out"
0,0,310,10,2,215,"in"
80,0,300,10,0,233,"in"
320,0.6,330,210,10,234,"out"
70,0.1,300,0,6,231,"in"
310,0.7,250,0,-2,234,"out"
0,0,340,10,0,232,"in"
170,0.1,240,10,8,230,"in"
60,0,190,10,10,230,"in"
880,0.5,390,30,16,234,"out"
960,0.1,280,270,8,234,"out"
0,0,310,10,0,223,"in"
280,0,300,10,2,230,"in"
30,0.1,280,10,6,228,"in"
30,0.2,280,10,4,233,"in"
140,0,210,10,8,233,"in"
410,0.4,90,120,12,234,"out"
70,0.1,250,10,8,232,"in"
1100,0.2,70,120,18,234,"out"
340,0.9,270,260,8,234,"out"
30,0,200,10,14,233,"in"
20,0,290,10,8,232,"in"
1110,0.3,30,170,2,234,"out"
10,0.1,300,10,4,220,"in"
130,0,180,10,12,233,"in"
30,0,260,10,10,232,"in"
720,0.6,360,270,16,234,"out"
880,0.8,170,200,18,234,"out"
80,0.1,300,10,2,218,"in"
660,1,120,270,16,234,"out"
790,0.3,390,180,16,234,"out"
40,0.1,310,0,2,233,"in"
110,0,210,10,8,232,"in"
10,0,300,10,4,210,"in"
10,0.1,290,10,4,218,"in"
650,1,80,210,16,234,"out"
520,0,280,140,4,234,"out"
30,0,190,10,10,232,"in"
30,0,220,10,6,232,"in"
30,0,270,0,10,233,"in"
50,0.4,10,280,2,234,"out"
30,0,190,10,10,232,"in"
720,1,80,280,4,234,"out"
10,0,260,10,8,217,"in"
20,0,220,10,8,232,"in"
1220,1.1,280,260,10,234,"out"
0,0,260,10,8,231,"in"
560,0.7,210,80,0,234,"out"
20,0,220,10,8,232,"in"
420,0.4,340,30,6,234,"out"
40,0,300,10,4,233,"in"
120,0,300,10,2,231,"in"
20,0.1,280,10,4,233,"in"
30,0.2,280,10,4,233,"in"
10,0.1,310,10,2,230,"in"
0,0.1,300,10,0,232,"in"
0,0,260,10,10,208,"in"
0,0.1,300,10,0,232,"in"
120,0.1,300,10,2,232,"in"
70,0.2,250,10,8,233,"in"
210,0.7,220,220,-2,234,"out"
630,1.2,370,280,14,234,"out"
250,0.1,190,10,10,233,"in"
40,0.1,240,0,14,231,"in"
1050,0.3,130,90,14,234,"out"
0,0,310,10,0,223,"in"
770,0.7,270,140,20,234,"out"
40,0.1,300,10,4,221,"in"
90,0.1,300,10,4,230,"in"
40,0.1,310,0,4,233,"in"
130,0,180,10,12,233,"in"
0,0.1,290,10,4,221,"in"
670,0.1,190,130,6,234,"out"
1220,0.2,160,260,2,234,"out"
650,1.3,260,230,-2,234,"out"
20,0,310,0,4,233,"in"
80,0,200,10,12,233,"in"
100,0,180,10,12,233,"in"
30,0,220,10,12,232,"in"
130,0.2,240,10,4,232,"in"
50,0.1,300,10,4,232,"in"
80,0.1,310,0,4,232,"in"
60,0.1,300,0,6,233,"in"
180,0,270,10,4,232,"in"
0,0.7,390,270,6,234,"out"
60,0,220,10,8,232,"in"
30,0,220,10,8,230,"in"
300,0.7,60,30,20,234,"out"
0,0,290,10,4,108,"in"
150,0.1,190,10,10,233,"in"
100,0.1,300,10,4,229,"in"
190,0,240,10,10,232,"in"
330,0,260,10,4,233,"in"
30,0,270,0,10,233,"in"
240,0.2,300,10,2,232,"in"
200,0,230,10,6,233,"in"
20,0.1,280,10,6,231,"in"
30,0,310,10,2,233,"in"
50,0,300,10,4,231,"in"
1170,0.9,300,20,0,234,"out"
290,0.3,220,10,8,231,"in"
20,0,250,0,14,232,"in"
1030,0.1,110,80,12,234,"out"
0,0,280,10,4,176,"in"
30,0,290,10,6,203,"in"
80,0,190,10,10,233,"in"
580,0.2,220,300,16,234,"out"
560,0.1,260,200,2,234,"out"
130,0,180,10,12,233,"in"
40,0.1,310,0,4,233,"in"
100,0,190,10,12,233,"in"
50,0,200,10,12,232,"in"
120,0,300,10,2,231,"in"
50,0,220,10,8,233,"in"
100,0.2,300,10,4,228,"in"
400,0.7,50,190,20,234,"out"
480,0.9,390,70,12,234,"out"
80,0,240,10,8,223,"in"
20,0,290,10,8,232,"in"
190,0,220,10,6,233,"in"
1220,0.3,40,30,2,234,"out"
1130,1,10,30,14,234,"out"
0,0,270,10,10,233,"in"
40,0,250,10,10,232,"in"
170,0,240,20,4,221,"in"
170,0.1,230,10,10,233,"in"
50,0.1,300,0,6,233,"in"
50,0,250,10,10,233,"in"
80,0,190,10,10,233,"in"
20,0,300,10,0,208,"in"
390,0.3,10,260,12,234,"out"
130,0.2,240,10,4,232,"in"
10,0,270,0,10,226,"in"
10,0.1,280,10,6,229,"in"
900,1.1,210,150,14,234,"out"
1080,0,360,210,20,234,"out"
1160,0.9,400,140,12,234,"out"
40,0,190,10,10,232,"in"
30,1.1,340,60,10,234,"out"
20,0,280,10,6,208,"in"
100,0.2,290,10,4,233,"in"
10,0,310,10,2,201,"in"
20,0.1,290,0,6,233,"in"
1200,0.1,280,190,16,234,"out"
10,0,270,0,10,226,"in"
130,0,210,10,8,233,"in"
800,1.1,360,300,-2,234,"out"
990,0.9,190,30,6,234,"out"
30,0.1,300,10,4,230,"in"
260,0,260,10,4,233,"in"
280,1.1,350,180,4,234,"out"
10,0,250,10,10,225,"in"
20,0,220,10,8,232,"in"
140,1,40,160,14,234,"out"
150,0,300,10,2,229,"in"
600,0,10,200,2,234,"out"
160,0.2,300,10,4,233,"in"
10,1.1,190,200,20,234,"out"
10,0,250,10,10,225,"in"
10,0,320,10,0,227,"in"
10,0,310,0,2,233,"in"
80,0.2,300,10,4,227,"in"
0,0,320,10,2,233,"in"
20,0,310,10,2,231,"in"
30,0,310,0,2,231,"in"
0,0,310,10,0,223,"in"
130,0,180,10,12,233,"in"
390,1,240,230,6,234,"out"
50,0.1,300,10,2,223,"in"
960,0.1,280,150,-2,234,"out"
690,0.3,50,50,16,234,"out"
670,0.3,310,50,0,234,"out"
0,0,280,10,4,176,"in"
110,0.1,300,10,4,226,"in"
550,0.4,200,170,0,234,"out"
810,0.4,120,190,10,234,"out"
30,0,310,0,2,231,"in"
600,1.3,120,250,-2,234,"out"
30,0,260,20,4,233,"in"
330,0.3,30,90,18,234,"out"
1000,0.3,60,80,20,234,"out"
1160,0.9,150,280,0,234,"out"
1210,1.3,270,260,12,234,"out"
30,0.1,300,10,4,230,"in"
10,0,320,0,0,233,"in"
10,0.1,280,10,6,229,"in"
80,0,300,10,0,233,"in"
350,0.5,270,0,6,234,"out"
250,0.1,300,10,2,231,"in"
790,1.1,410,200,16,234,"out"
1130,0.3,290,280,4,234,"out"
60,0,300,10,2,233,"in"
980,0,70,210,12,234,"out"
1020,0.6,280,130,-2,234,"out"
0,0,310,10,0,223,"in"
70,0.2,250,10,8,233,"in"
610,0.2,390,120,10,234,"out"
20,0,290,10,4,227,"in"
280,0,240,10,6,226,"in"
650,0.7,360,290,6,234,"out"
810,0.5,390,50,12,234,"out"
910,1,400,140,16,234,"out"
100,0,180,10,12,233,"in"
30,0,210,10,8,232,"in"
100,0.9,50,60,12,234,"out"
220,0.2,300,10,4,231,"in"
80,0,300,10,0,233,"in"
10,0,290,10,4,104,"in"
250,0.1,300,10,2,231,"in"
990,0,350,210,-2,234,"out"
10,0,260,10,10,183,"in"
200,1.2,10,90,6,234,"out"
100,0,210,10,12,230,"in"
20,0,220,10,8,232,"in"
200,0,200,10,12,233,"in"
30,0,190,10,10,232,"in"
0,0,280,10,4,176,"in"
250,0.2,300,10,2,232,"in"
260,0.9,300,160,8,234,"out"
160,0.1,230,10,6,226,"in"
10,0,270,0,10,226,"in"
150,0.9,240,230,14,234,"out"
70,0.2,260,10,8,232,"in"
50,0,290,10,6,233,"in"
1050,1,360,50,6,234,"out"
440,0.8,260,180,16,234,"out"
10,0,320,0,0,233,"in"
70,0.1,300,0,6,231,"in"
750,0.4,270,0,8,234,"out"
50,0,190,10,10,232,"in"
380,0,110,100,8,234,"out"
820,0.8,0,180,12,234,"out"
110,0.4,250,10,4,229,"in"
60,0.1,300,10,4,227,"in"
70,0.1,290,20,20,234,"out"
650,0.4,290,280,4,234,"out"
810,1.3,20,220,20,234,"out"
490,0.1,340,280,0,234,"out"
40,0,220,10,12,233,"in"
30,0,260,10,10,232,"in"
460,0.1,190,70,16,234,"out"
70,0,230,10,6,217,"in"
70,0.1,280,10,6,232,"in"
200,0.8,100,60,2,234,"out"
530,0.6,200,100,2,234,"out"
0,0,310,0,2,233,"in"
0,0,340,10,0,232,"in"
760,1,50,60,0,234,"out"
1220,0.4,120,110,-2,234,"out"
80,0,240,10,8,223,"in"
20,0,220,10,8,232,"in"
10,0,200,10,14,233,"in"
870,1.1,190,100,6,234,"out"
260,0.5,250,180,16,234,"out"
70,0.1,300,10,4,231,"in"
140,0,300,10,2,227,"in"
480,0.6,180,200,16,234,"out"
60,0,190,10,10,230,"in"
30,0,310,10,4,230,"in"
0,0,260,10,8,231,"in"
550,1.3,330,220,4,234,"out"
100,0.8,50,110,-2,234,"out"
790,0.9,170,290,2,234,"out"
280,0,190,10,12,233,"in"
20,0,220,10,8,232,"in"
130,0,180,10,12,233,"in"
410,1.3,30,0,-2,234,"out"
80,0,220,10,8,233,"in"
120,0,230,10,6,233,"in"
0,0,290,10,6,188,"in"
1220,1,100,290,0,234,"out"
270,1.2,130,230,2,234,"out"
80,0,290,10,4,233,"in"
310,0,180,10,12,233,"in"
110,0,210,10,8,232,"in"
790,0.3,40,190,2,234,"out"
40,0.1,310,10,4,233,"in"
100,0,180,10,12,233,"in"
330,1.2,20,70,20,234,"out"
260,0.5,280,280,12,234,"out"
250,1.3,330,100,20,234,"out"
670,0.4,220,290,16,234,"out"
230,0.8,160,80,4,234,"out"
620,1.1,110,200,16,234,"out"
30,0,300,10,2,220,"in"
20,0,250,0,14,232,"in"
50,0,250,10,10,233,"in"
0,0.1,320,10,0,233,"in"
20,0,310,0,4,233,"in"
1220,0.1,300,10,4,234,"out"
10,0,200,10,12,231,"in"
690,1,320,100,18,234,"out"
50,0,270,10,4,233,"in"
130,0.2,240,10,4,232,"in"
80,0,290,10,4,233,"in"
30,0,290,10,6,203,"in"
210,0.9,320,230,18,234,"out"
420,1.3,70,270,2,234,"out"
50,0.1,260,10,8,230,"in"
110,0.1,160,150,16,234,"out"
40,0.1,310,0,2,233,"in"
1160,0.3,90,230,4,234,"out"
40,0,220,10,8,233,"in"
70,0.2,300,10,4,229,"in"
250,0.3,230,240,14,234,"out"
160,0.1,210,10,8,233,"in"
240,1.1,210,180,16,234,"out"
110,0,190,10,10,233,"in"
10,0,270,10,10,221,"in"
40,0.1,310,0,2,233,"in"
580,1.3,320,60,20,234,"out"
0,0,320,0,0,232,"in"
140,0.2,50,150,20,234,"out"
10,0,270,0,10,226,"in"
50,0,190,10,10,232,"in"
190,0,240,10,10,232,"in"
40,0,280,10,6,230,"in"
20,0.1,290,0,6,233,"in"
0,0.1,320,10,0,233,"in"
20,0.1,290,0,6,233,"in"
40,0,280,10,6,230,"in"
140,0,300,10,2,227,"in"
20,0,190,10,12,232,"in"
810,0.2,370,290,0,234,"out"
20,0,300,10,4,220,"in"
590,0.9,400,50,6,234,"out"
510,0.5,240,240,18,234,"out"
250,0.1,300,10,2,231,"in"
960,1.1,190,260,20,234,"out"
30,0,200,10,14,233,"in"
1080,1,400,250,18,234,"out"
10,0,320,10,0,227,"in"
0,0,260,10,10,208,"in"
0,0,260,10,8,231,"in"
50,0,250,10,10,233,"in"
80,0.1,310,0,4,232,"in"
10,0.1,290,10,4,218,"in"
90,0.1,310,10,4,233,"in"
470,0.5,330,60,6,234,"out"
40,0,220,10,12,233,"in"
10,0,310,10,0,223,"in"
390,0.1,50,70,14,234,"out"
290,0.3,220,10,8,231,"in"
870,0.5,150,250,12,234,"out"
830,0.7,350,210,12,234,"out"
20,0,220,10,12,231,"in"
70,0.1,300,10,2,230,"in"
870,1.1,300,0,2,234,"out"
30,0.1,280,10,6,228,"in"
10,0,300,10,4,210,"in"
310,0.1,300,10,2,232,"in"
760,0.2,150,60,4,234,"out"
40,0,220,10,12,233,"in"
110,0.4,250,10,4,229,"in"
100,0.1,300,10,2,229,"in"
970,1.3,60,250,14,234,"out"
110,0.1,200,10,10,231,"in"
30,0,310,10,2,233,"in"
110,0.5,310,10,8,234,"out"
20,0,240,10,10,233,"in"
860,1.1,80,260,14,234,"out"
100,0.2,290,10,4,233,"in"
60,0.2,300,10,4,232,"in"
30,0,300,10,0,231,"in"
40,0,290,10,4,233,"in"
150,0.1,130,30,18,234,"out"
30,0.1,300,10,4,230,"in"
1080,0.2,380,120,8,234,"out"
280,1,140,40,4,234,"out"
100,0,200,10,12,233,"in"
20,0,270,10,10,230,"in"
250,1.2,350,190,2,234,"out"
170,0,240,20,4,221,"in"
660,0.6,130,150,4,234,"out"
650,0.1,50,40,12,234,"out"
50,0,300,10,4,231,"in"
30,0,230,10,10,232,"in"
100,0.1,300,10,2,229,"in"
470,1.3,340,30,18,234,"out"
290,0.7,240,70,18,234,"out"
1240,0,210,70,14,234,"out"
10,0,300,10,4,210,"in"
310,0,180,10,12,233,"in"
80,0,300,10,0,233,"in"
100,0.1,300,10,2,229,"in"
40,0,300,10,4,233,"in"
10,0,270,10,8,222,"in"
160,0,10,100,14,234,"out"
20,0,290,10,8,232,"in"
0,0,270,10,10,233,"in"
20,0,280,10,6,208,"in"
20,0.1,280,10,4,233,"in"
170,0,260,10,4,233,"in"
880,0.1,120,200,20,234,"out"
30,0,220,10,8,230,"in"
10,1,270,100,10,234,"out"
110,0,190,10,10,233,"in"
20,0,290,10,2,229,"in"
160,0.2,290,10,4,232,"in"
110,0,190,10,10,233,"in"
390,0.4,190,270,8,234,"out"
30,0,250,10,10,230,"in"
10,0.1,290,10,6,211,"in"
880,0.3,400,150,10,234,"out"
320,1.2,110,290,0,234,"out"
540,0.7,10,140,12,234,"out"
20,0,220,10,6,233,"in"
140,0.2,300,10,4,231,"in"
0,0,320,10,2,233,"in"
670,1,210,180,16,234,"out"
10,0,280,10,4,219,"in"
60,0,300,10,2,233,"in"
130,0,180,10,12,233,"in"
1060,0.1,50,180,6,234,"out"
160,0.2,300,10,4,233,"in"
20,0,300,10,2,211,"in"
0,0.1,290,10,4,221,"in"
610,0.1,70,50,12,234,"out"
1140,0.5,230,270,10,234,"out"
0,0,290,10,2,205,"in"
70,0.1,300,0,6,231,"in"
610,0.8,210,290,-2,234,"out"
10,0,320,10,0,227,"in"
130,0,190,10,10,233,"in"
30,0,260,20,4,233,"in"
40,0,300,10,4,233,"in"
100,0.1,300,10,2,229,"in"
250,0.5,80,300,12,234,"out"
0,0.1,320,10,0,233,"in"
40,0.1,300,10,2,211,"in"
70,0.2,250,10,8,233,"in"
30,0.1,290,10,4,231,"in"
130,0.2,240,10,4,232,"in"
200,0.9,40,40,14,234,"out"
10,0,310,10,2,201,"in"
100,0,180,10,12,233,"in"
940,0.4,370,10,-2,234,"out"
620,0.3,260,190,6,234,"out"
30,0,260,20,4,233,"in"
10,0.1,280,10,6,229,"in"
260,0.1,300,10,2,232,"in"
550,1.3,190,40,20,234,"out"
960,0.7,300,170,20,234,"out"
20,0,270,10,8,233,"in"
50,0,270,10,4,233,"in"
490,1.2,70,280,18,234,"out"
40,0,200,10,8,233,"in"
450,0.4,230,290,8,234,"out"
20,0.1,290,10,6,233,"in"
810,1,300,60,0,234,"out"
160,0.2,290,10,4,232,"in"
310,0,180,10,12,233,"in"
990,1.2,210,240,2,234,"out"
990,1.3,280,30,4,234,"out"
1020,0.9,350,130,16,234,"out"
400,0.7,260,180,10,234,"out"
60,0,250,10,10,233,"in"
40,0.1,300,10,4,221,"in"
710,1,100,230,4,234,"out"
80,0,240,10,8,223,"in"
40,0,250,10,10,232,"in"
50,0.1,300,10,2,223,"in"
10,0,270,10,4,233,"in"
280,1,280,270,20,234,"out"
410,1.3,160,180,-2,234,"out"
40,0.1,310,10,4,233,"in"
10,0,200,10,14,233,"in"
130,0,190,10,10,233,"in"
250,0,180,10,12,233,"in"
60,0.2,300,10,4,232,"in"
70,0.1,300,0,6,231,"in"
60,0,190,10,10,230,"in"
240,0.2,300,10,2,232,"in"
40,0.1,260,10,8,207,"in"
300,0.1,300,10,4,233,"in"
30,0,270,0,10,233,"in"
120,0,230,10,6,233,"in"
30,0.1,290,10,4,231,"in"
30,0.1,280,10,6,228,"in"
0,0,280,10,6,50,"in"
1050,0.2,30,100,20,234,"out"
280,0,240,10,6,226,"in"
40,0,250,10,10,232,"in"
300,0.1,300,10,4,233,"in"
40,0,220,10,12,233,"in"
1170,0.9,10,60,16,234,"out"
1000,1.1,150,230,12,234,"out"
1100,1.2,80,160,20,234,"out"
200,0.1,230,10,10,233,"in"
70,0.1,300,10,2,230,"in"
80,0.1,300,10,4,233,"in"
20,0,290,10,8,232,"in"
0,0,310,0,2,233,"in"
200,0,200,10,12,233,"in"
20,0,270,10,10,230,"in"
10,0.1,280,10,6,229,"in"
10,0,310,10,0,223,"in"
10,0,260,10,8,217,"in"
1200,1.3,270,120,4,234,"out"
330,0,260,10,4,233,"in"
430,1.1,130,160,18,234,"out"
630,0.2,110,230,8,234,"out"
740,0.3,120,130,0,234,"out"
30,0,310,10,4,230,"in"
20,0,310,0,4,233,"in"
430,0.1,160,90,14,234,"out"
1050,0.3,100,160,10,234,"out"
170,0.2,290,10,4,228,"in"
10,0,310,10,0,223,"in"
50,0,270,0,10,232,"in"
790,1.1,90,180,20,234,"out"
0,0,300,10,2,222,"in"
50,0,250,10,10,233,"in"
30,0,190,10,10,232,"in"
1020,1.3,360,170,12,234,"out"
130,0,190,10,10,233,"in"
260,0.1,300,10,2,232,"in"
80,1.1,340,180,12,234,"out"
40,0,300,10,2,230,"in"
1240,1.3,380,70,-2,234,"out"
1180,0.7,330,20,8,234,"out"
190,0,220,10,6,233,"in"
200,0.3,220,280,8,234,"out"
920,0,70,90,20,234,"out"
210,0.1,300,10,2,231,"in"
350,1,220,200,8,234,"out"
570,0.8,350,290,8,234,"out"
70,0.1,300,0,6,231,"in"
70,0.2,260,10,8,232,"in"
30,0,270,0,10,233,"in"
470,1.1,350,140,12,234,"out"
820,1.1,250,270,8,234,"out"
30,0,270,0,10,233,"in"
0,0,340,10,0,232,"in"
40,0.1,310,10,4,233,"in"
110,0,210,10,8,232,"in"
0,0.1,300,10,0,232,"in"
790,1.3,240,100,4,234,"out"
20,0,220,10,12,231,"in"
140,0,200,10,10,233,"in"
130,0.3,250,280,0,234,"out"
30,0,210,10,8,232,"in"
70,0,230,10,6,217,"in"
10,0.1,290,10,4,218,"in"
160,0.1,310,10,2,228,"in"
10,0.9,320,130,-2,234,"out"
50,0,200,10,12,232,"in"
1240,0.4,320,230,10,234,"out"
140,0,300,10,2,227,"in"
220,0.2,300,10,4,231,"in"
830,0.3,170,40,-2,234,"out"
120,0.5,320,130,14,234,"out"
630,0.3,170,160,18,234,"out"
30,0.1,300,10,2,231,"in"
500,1.1,250,250,2,234,"out"
30,0,210,10,8,232,"in"
800,0.7,10,160,2,234,"out"
180,0.1,290,10,4,228,"in"
20,0.1,280,10,4,233,"in"
890,0.5,230,290,-2,234,"out"
1070,0.8,400,170,2,234,"out"
20,0,220,10,12,231,"in"
370,0.5,340,230,4,234,"out"
710,1.3,260,60,6,234,"out"
40,0,220,10,14,232,"in"
300,1.3,90,120,6,234,"out"
10,0,270,10,10,221,"in"
480,0.8,30,30,12,234,"out"
850,1.3,20,240,0,234,"out"
570,0.3,200,10,20,234,"out"
110,0.1,200,10,10,231,"in"
60,0,300,10,2,233,"in"
90,0.1,300,10,2,226,"in"
940,1,410,30,2,234,"out"
80,0,200,10,12,233,"in"
30,0,220,10,6,232,"in"
970,1.1,360,20,16,234,"out"
170,0.1,240,10,8,230,"in"
60,0.1,300,10,4,227,"in"
20,0,270,10,10,230,"in"
60,0.2,300,10,4,232,"in"
20,0,240,10,10,233,"in"
10,0,270,10,8,222,"in"
10,0,220,10,10,233,"in"
1070,0.1,210,200,0,234,"out"
40,0.1,300,10,4,221,"in"
220,1.2,240,10,6,234,"out"
170,0,260,10,4,233,"in"
40,0.4,90,50,16,234,"out"
280,0,300,10,2,230,"in"
60,0.1,300,0,6,233,"in"
50,0,270,0,10,232,"in"
80,0,300,10,0,233,"in"
20,0,280,10,4,231,"in"
0,0,260,10,8,231,"in"
250,0,180,10,12,233,"in"
150,0,300,10,2,229,"in"
280,0,300,10,2,230,"in"
80,0.1,300,10,4,233,"in"
1190,0.4,270,80,8,234,"out"
0,0,290,10,6,188,"in"
50,0,300,10,4,231,"in"
20,0,220,10,8,232,"in"
530,1.3,20,90,-2,234,"out"
10,0.1,280,10,4,227,"in"
830,1,310,190,2,234,"out"
30,0,300,10,2,220,"in"
40,0,220,10,8,233,"in"
40,0,280,10,6,230,"in"
100,0,180,10,12,233,"in"
160,0.1,310,10,2,228,"in"
460,1.1,40,190,6,234,"out"
100,0.1,300,10,2,229,"in"
860,1.1,270,290,0,234,"out"
30,0,190,10,10,232,"in"
130,0,180,10,12,233,"in"
60,0,250,10,10,233,"in"
40,0,310,10,4,232,"in"
60,0.2,300,10,4,232,"in"
130,0.2,240,10,4,232,"in"
40,0.1,310,10,4,233,"in"
50,0,220,10,8,233,"in"
30,0,270,0,10,233,"in"
890,0.3,350,70,20,234,"out"
30,0,260,10,10,232,"in"
70,0.1,250,10,8,232,"in"
30,0,220,10,8,230,"in"
20,0,290,10,8,232,"in"
70,0.1,390,30,6,234,"out"
500,0,210,80,-2,234,"out"
280,0.6,260,130,20,234,"out"
40,0.1,310,10,4,233,"in"
790,0.8,170,200,20,234,"out"
0,0,250,10,10,233,"in"
30,0,310,10,2,233,"in"
90,1,280,60,8,234,"out"
30,0,310,10,2,233,"in"
150,0.5,210,130,0,234,"out"
860,0.2,130,130,0,234,"out"
200,0,200,10,12,233,"in"
50,0.1,300,0,6,233,"in"
660,0.7,280,90,6,234,"out"
20,0,250,10,10,225,"in"
10,0,320,0,0,233,"in"
830,0.8,300,190,20,234,"out"
730,1,90,280,8,234,"out"
190,0,220,10,6,233,"in"
30,0,300,10,2,220,"in"
180,0,190,10,12,233,"in"
1140,1.3,390,0,-2,234,"out"
290,0.2,290,70,4,234,"out"
260,0,260,10,4,233,"in"
10,0,220,10,10,233,"in"
900,1,340,50,8,234,"out"
80,0.1,310,0,4,232,"in"
30,0,220,10,6,232,"in"
30,0,290,10,6,203,"in"
50,0.1,300,0,6,233,"in"
620,0.5,80,30,2,234,"out"
50,0,290,10,6,233,"in"
0,0,290,10,6,188,"in"
870,0.3,170,250,16,234,"out"
