"","X","status","HighestTaxonomicResolution","Species","CruiseID","Ship","SurveyMethod","latitude","longitude","morphotype","ObsYear","Decade","topographic_position_index","terrain_ruggedness_index","aspect","bathymetry_mean","current_direction","current_velocity","dissolvedO2","iron","nitrate","pH","phosphate","primaryprod","salinity","silicate","slope","temperature","substrate"
"1359",1359,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"papillate",2011,2010,8.15970993041992,9.29166793823242,224.93669128418,-294.083343505859,43.855640411377,0.0125996209681034,281.266296386719,0.00154587847646326,9.94689750671387,8.04268360137939,0.710876166820526,0.196518674492836,35.1445350646973,5.90977048873901,0.152090579271317,6.25964069366455,"1"
"1360",1360,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"papillate",2011,2010,8.15970993041992,9.29166793823242,224.93669128418,-294.083343505859,43.855640411377,0.0125996209681034,281.266296386719,0.00154587847646326,9.94689750671387,8.04268360137939,0.710876166820526,0.196518674492836,35.1445350646973,5.90977048873901,0.152090579271317,6.25964069366455,"1"
"1361",1361,"","","Geodia","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,8.15970993041992,9.29166793823242,224.93669128418,-294.083343505859,43.855640411377,0.0125996209681034,281.266296386719,0.00154587847646326,9.94689750671387,8.04268360137939,0.710876166820526,0.196518674492836,35.1445350646973,5.90977048873901,0.152090579271317,6.25964069366455,"1"
"1362",1362,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,8.15970993041992,9.29166793823242,224.93669128418,-294.083343505859,43.855640411377,0.0125996209681034,281.266296386719,0.00154587847646326,9.94689750671387,8.04268360137939,0.710876166820526,0.196518674492836,35.1445350646973,5.90977048873901,0.152090579271317,6.25964069366455,"1"
"1363",1363,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,8.15970993041992,9.29166793823242,224.93669128418,-294.083343505859,43.855640411377,0.0125996209681034,281.266296386719,0.00154587847646326,9.94689750671387,8.04268360137939,0.710876166820526,0.196518674492836,35.1445350646973,5.90977048873901,0.152090579271317,6.25964069366455,"1"
"1364",1364,"","","Craniella","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,9.8367919921875,10.0034637451172,207.70637512207,-312.444458007812,94.9917221069336,0.0272666625678539,279.901123046875,0.00267957337200642,9.95856475830078,8.04043865203857,0.739388346672058,0.202723890542984,35.1336288452148,6.75518941879272,0.0257276706397533,5.91896533966064,"3"
"1365",1365,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,9.8367919921875,10.0034637451172,207.70637512207,-312.444458007812,94.9917221069336,0.0272666625678539,279.901123046875,0.00267957337200642,9.95856475830078,8.04043865203857,0.739388346672058,0.202723890542984,35.1336288452148,6.75518941879272,0.0257276706397533,5.91896533966064,"3"
"1366",1366,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,9.8367919921875,10.0034637451172,207.70637512207,-312.444458007812,94.9917221069336,0.0272666625678539,279.901123046875,0.00267957337200642,9.95856475830078,8.04043865203857,0.739388346672058,0.202723890542984,35.1336288452148,6.75518941879272,0.0257276706397533,5.91896533966064,"3"
"1367",1367,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1368",1368,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1369",1369,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1370",1370,"","","Craniella","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1371",1371,"","","Craniella","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1372",1372,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1373",1373,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,0.381950378417969,1.1875,223.061386108398,-356.888885498047,130.145736694336,0.0257438942790031,281.176849365234,0.0020957610104233,10.2755918502808,8.04351425170898,0.742333233356476,0.164693146944046,35.1271820068359,6.38016033172607,0.0206853561103344,5.53507661819458,"1"
"1374",1374,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"papillate",2011,2010,0.923606872558594,5.80555725097656,323.544799804688,-371.5,30.6045589447021,0.0379932522773743,277.135375976562,0.00245909974910319,10.3415098190308,8.03635311126709,0.757006466388702,0.157004907727242,35.1348533630371,6.67247772216797,0.0918917432427406,5.78593969345093,"1"
"1375",1375,"","","Craniella","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,0.923606872558594,5.80555725097656,323.544799804688,-371.5,30.6045589447021,0.0379932522773743,277.135375976562,0.00245909974910319,10.3415098190308,8.03635311126709,0.757006466388702,0.157004907727242,35.1348533630371,6.67247772216797,0.0918917432427406,5.78593969345093,"1"
"1376",1376,"","","Geodia","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,0.923606872558594,5.80555725097656,323.544799804688,-371.5,30.6045589447021,0.0379932522773743,277.135375976562,0.00245909974910319,10.3415098190308,8.03635311126709,0.757006466388702,0.157004907727242,35.1348533630371,6.67247772216797,0.0918917432427406,5.78593969345093,"1"
"1377",1377,"","","Thenea","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,0.923606872558594,5.80555725097656,323.544799804688,-371.5,30.6045589447021,0.0379932522773743,277.135375976562,0.00245909974910319,10.3415098190308,8.03635311126709,0.757006466388702,0.157004907727242,35.1348533630371,6.67247772216797,0.0918917432427406,5.78593969345093,"1"
"1378",1378,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"1379",1379,"","","Thenea","BESS-JH-2011","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010,0.694454193115234,4.79861068725586,5.85979604721069,-441.416656494141,93.058952331543,0.0202370807528496,283.096710205078,0.00191861053463072,10.5818881988525,8.04500484466553,0.765249907970428,0.108477480709553,35.1129150390625,6.54647874832153,0.0589253604412079,4.80810594558716,"1"
"1380",1380,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010,-1.34721755981445,1.77083206176758,268.942260742188,-433.027770996094,252.407073974609,0.0409400165081024,289.253784179688,0.00265564816072583,10.3445863723755,8.05160522460938,0.775798857212067,0.105612710118294,35.0835418701172,7.213547706604,0.0370355769991875,3.8891499042511,"1"
"1381",1381,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010,-1.34721755981445,1.77083206176758,268.942260742188,-433.027770996094,252.407073974609,0.0409400165081024,289.253784179688,0.00265564816072583,10.3445863723755,8.05160522460938,0.775798857212067,0.105612710118294,35.0835418701172,7.213547706604,0.0370355769991875,3.8891499042511,"1"
"1382",1382,"","","Craniella","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010,-1.34721755981445,1.77083206176758,268.942260742188,-433.027770996094,252.407073974609,0.0409400165081024,289.253784179688,0.00265564816072583,10.3445863723755,8.05160522460938,0.775798857212067,0.105612710118294,35.0835418701172,7.213547706604,0.0370355769991875,3.8891499042511,"1"
"1383",1383,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010,-1.34721755981445,1.77083206176758,268.942260742188,-433.027770996094,252.407073974609,0.0409400165081024,289.253784179688,0.00265564816072583,10.3445863723755,8.05160522460938,0.775798857212067,0.105612710118294,35.0835418701172,7.213547706604,0.0370355769991875,3.8891499042511,"1"
"1384",1384,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",73.8593833333333,19.8563083333333,"papillate",2011,2010,2.77083969116211,34.1319427490234,148.917251586914,-233.527770996094,56.6306228637695,0.0322222150862217,305.596801757812,0.00131212687119842,9.62562847137451,8.06718921661377,0.696521103382111,0.225017160177231,35.0773696899414,5.56302165985107,0.515736222267151,3.88010454177856,"4"
"1385",1385,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",73.7807583333333,17.750395,"papillate",2011,2010,-10.8090114593506,11.0520687103271,207.260040283203,-278.166656494141,138.00325012207,0.0389312393963337,299.879241943359,0.0015669270651415,9.86829566955566,8.06015014648438,0.715458631515503,0.199057132005692,35.0831680297852,5.86176347732544,0.111156597733498,4.02576780319214,"4"
"1386",1386,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010,6.43056869506836,26.8125038146973,285.152038574219,-499.305541992188,11.2527418136597,0.155009657144547,283.220581054688,0.00141418864950538,10.9255819320679,8.04440021514893,0.778007507324219,0.090379387140274,35.0903396606445,6.452392578125,1.03005599975586,4.16558837890625,"3"
"1387",1387,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010,6.43056869506836,26.8125038146973,285.152038574219,-499.305541992188,11.2527418136597,0.155009657144547,283.220581054688,0.00141418864950538,10.9255819320679,8.04440021514893,0.778007507324219,0.090379387140274,35.0903396606445,6.452392578125,1.03005599975586,4.16558837890625,"3"
"1388",1388,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"massive",2011,2010,6.43056869506836,26.8125038146973,285.152038574219,-499.305541992188,11.2527418136597,0.155009657144547,283.220581054688,0.00141418864950538,10.9255819320679,8.04440021514893,0.778007507324219,0.090379387140274,35.0903396606445,6.452392578125,1.03005599975586,4.16558837890625,"3"
"1389",1389,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",74.2410033333333,16.3946083333333,"papillate",2011,2010,-30.6354064941406,34.1840209960938,274.386352539062,-404.527770996094,4.62118148803711,0.224505066871643,288.165802001953,0.00128493958618492,10.4715585708618,8.04875755310059,0.746797561645508,0.13476674258709,35.0930023193359,6.11065340042114,0.798367917537689,4.21040010452271,"1"
"1390",1390,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",74.4140933333333,19.8771716666667,"papillate",2011,2010,2.05555725097656,7.27083396911621,137.84521484375,-78.1666641235352,104.407600402832,0.00483042374253273,317.559936523438,0.00242511020042002,8.7051944732666,8.0391092300415,0.689950883388519,0.38630872964859,34.8714637756348,5.49196529388428,0.128531381487846,2.01414465904236,"3"
"1391",1391,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",76.4872183333333,27.8234566666667,"papillate",2011,2010,1.39235687255859,10.7256927490234,58.368408203125,-126.111114501953,198.739471435547,0.00227191625162959,308.822082519531,0.00340332998894155,9.35118961334229,8.04096984863281,0.746708035469055,0.156948536634445,34.8798370361328,6.25574588775635,0.248783990740776,0.850947678089142,"1"
"1392",1392,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",76.464525,35.181665,"papillate",2011,2010,5.15972518920898,20.1458320617676,169.558746337891,-246.888885498047,52.9944839477539,0.0825162157416344,308.470611572266,0.00178782176226377,9.3868465423584,8.07824516296387,0.704202950000763,0.199718996882439,35.0237503051758,6.00618648529053,0.28082287311554,1.86832928657532,"1"
"1393",1393,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",75.901129,35.0624433333333,"papillate",2011,2010,2.38194465637207,15.3888874053955,339.030548095703,-211.944442749023,63.710865020752,0.0461149998009205,311.363739013672,0.00199622451327741,9.2648458480835,8.08255004882812,0.687170386314392,0.246385619044304,35.0406112670898,5.65121984481812,0.220539838075638,1.79912030696869,"1"
"1394",1394,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010,2.5069465637207,3.12500381469727,328.098541259766,-288,143.612884521484,0.00345565169118345,315.240325927734,0.00198210263624787,9.26302623748779,8.06619834899902,0.735697090625763,0.184615254402161,35.0011672973633,6.73881816864014,0.0445898398756981,0.682618677616119,"1"
"1395",1395,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010,2.5069465637207,3.12500381469727,328.098541259766,-288,143.612884521484,0.00345565169118345,315.240325927734,0.00198210263624787,9.26302623748779,8.06619834899902,0.735697090625763,0.184615254402161,35.0011672973633,6.73881816864014,0.0445898398756981,0.682618677616119,"1"
"1396",1396,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.22409,42.5436933333333,"papillate",2011,2010,-2.65277481079102,2.65277481079102,171.839157104492,-288.888885498047,253.943161010742,0.0078110764734447,317.670928955078,0.00148618663661182,9.12105655670166,8.06143665313721,0.730654418468475,0.173399537801743,34.9975700378418,6.85368776321411,0.024319389835,0.47237166762352,"1"
"1397",1397,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.8230816666667,42.8792133333333,"papillate",2011,2010,19.4583339691162,21.8402767181396,114.764282226562,-179,101.000785827637,0.00631610210984945,308.221954345703,0.00278008519671857,9.76548004150391,8.06536769866943,0.74137020111084,0.120640680193901,34.8800163269043,6.17194318771362,0.349020898342133,0.190228268504143,"1"
"1398",1398,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.8925083333333,40.4594583333333,"papillate",2011,2010,2.29861068725586,2.85416793823242,346.168304443359,-188.5,57.8706665039062,0.015594388358295,300.51953125,0.00342294201254845,10.0565032958984,8.05300331115723,0.787117063999176,0.0840119644999504,34.8787727355957,6.83211374282837,0.039504200220108,0.328556954860687,"1"
"1399",1399,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.3260333333333,40.28486,"papillate",2011,2010,1.6492977142334,7.27430534362793,137.086700439453,-222.611114501953,66.0757141113281,0.0705549865961075,313.183074951172,0.00227530626580119,9.37590599060059,8.0754566192627,0.713579833507538,0.155253887176514,34.9838485717773,6.12042617797852,0.126564487814903,1.29053378105164,"1"
"1400",1400,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",76.4501583333333,37.6857433333333,"papillate",2011,2010,4.97569465637207,5.33680534362793,121.159240722656,-231.444442749023,87.5789260864258,0.102999620139599,310.193023681641,0.0023484961129725,9.42881870269775,8.07617378234863,0.709449946880341,0.156148418784142,35.0132827758789,5.98372888565063,0.0537580698728561,1.73022532463074,"1"
"1401",1401,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",76.4501583333333,37.6857433333333,"papillate",2011,2010,4.97569465637207,5.33680534362793,121.159240722656,-231.444442749023,87.5789260864258,0.102999620139599,310.193023681641,0.0023484961129725,9.42881870269775,8.07617378234863,0.709449946880341,0.156148418784142,35.0132827758789,5.98372888565063,0.0537580698728561,1.73022532463074,"1"
"1402",1402,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.994115,37.8840866666667,"papillate",2011,2010,14.2986145019531,15.534725189209,45.762077331543,-170.694442749023,167.181884765625,0.0216456670314074,301.849670410156,0.00254702428355813,10.0760860443115,8.05363941192627,0.776485025882721,0.0698615461587906,34.8244094848633,6.45158243179321,0.17686465382576,0.159488305449486,"1"
"1403",1403,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",76.994115,37.8840866666667,"papillate",2011,2010,14.2986145019531,15.534725189209,45.762077331543,-170.694442749023,167.181884765625,0.0216456670314074,301.849670410156,0.00254702428355813,10.0760860443115,8.05363941192627,0.776485025882721,0.0698615461587906,34.8244094848633,6.45158243179321,0.17686465382576,0.159488305449486,"1"
"1404",1404,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",77.002535,32.75925,"papillate",2011,2010,1.15625,6.24652862548828,253.341918945312,-170.75,187.406860351562,0.00708477664738894,307.277526855469,0.00318510620854795,9.67030048370361,8.05912780761719,0.740369617938995,0.113751031458378,34.9275398254395,6.21823167800903,0.230969607830048,1.15036189556122,"1"
"1405",1405,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",77.002535,32.75925,"papillate",2011,2010,1.15625,6.24652862548828,253.341918945312,-170.75,187.406860351562,0.00708477664738894,307.277526855469,0.00318510620854795,9.67030048370361,8.05912780761719,0.740369617938995,0.113751031458378,34.9275398254395,6.21823167800903,0.230969607830048,1.15036189556122,"1"
"1406",1406,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",77.0427016666667,27.4700916666667,"papillate",2011,2010,2.05902481079102,5.55208396911621,70.0263900756836,-111.833335876465,81.1498718261719,0.0266942605376244,311.682220458984,0.00284065399318933,9.30897903442383,8.05426502227783,0.718452215194702,0.146137669682503,34.8357315063477,5.67520332336426,0.167178377509117,0.356112390756607,"4"
"1407",1407,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",77.4459466666667,27.207695,"papillate",2011,2010,1.0625,5.5625,149.656692504883,-178.75,241.720230102539,0.0059175225906074,304.450531005859,0.00233074370771646,9.80822372436523,8.05556201934814,0.749963641166687,0.0939716398715973,34.9137649536133,6.14803552627563,0.0867680609226227,0.767829716205597,"1"
"1408",1408,"","","Thenea","BESS-JH-2011","58J3","NCT",77.4459466666667,27.207695,"massive",2011,2010,1.0625,5.5625,149.656692504883,-178.75,241.720230102539,0.0059175225906074,304.450531005859,0.00233074370771646,9.80822372436523,8.05556201934814,0.749963641166687,0.0939716398715973,34.9137649536133,6.14803552627563,0.0867680609226227,0.767829716205597,"1"
"1409",1409,"","","Thenea","BESS-JH-2011","58J3","NCT",77.4810683333333,29.64841,"massive",2011,2010,1.60068893432617,4.12847137451172,47.5270195007324,-192.41667175293,135.628158569336,0.0367466509342194,302.953399658203,0.00275109685026109,10.0509662628174,8.06395053863525,0.751054465770721,0.0863137617707253,34.8542327880859,6.00613689422607,0.0775369852781296,0.598692297935486,"1"
"1410",1410,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",77.4845216666667,35.2703883333333,"papillate",2011,2010,-7.08680725097656,7.32291793823242,355.060760498047,-203.361114501953,51.2569160461426,0.0171804297715425,309.73046875,0.00198689079843462,9.49155807495117,8.07492733001709,0.708342254161835,0.145801201462746,34.8510055541992,5.94028425216675,0.0746555402874947,0.446788787841797,"1"
"1411",1411,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",77.4829683333333,37.8907816666667,"papillate",2011,2010,-2.77083969116211,7.875,42.2891159057617,-221.111114501953,117.418869018555,0.0150805525481701,300.237091064453,0.00343859032727778,10.2376317977905,8.05264759063721,0.785185694694519,0.0579848028719425,34.8220291137695,6.52282094955444,0.137657999992371,-0.0758206620812416,"1"
"1412",1412,"","","Thenea","BESS-JH-2011","58J3","NCT",77.4829683333333,37.8907816666667,"massive",2011,2010,-2.77083969116211,7.875,42.2891159057617,-221.111114501953,117.418869018555,0.0150805525481701,300.237091064453,0.00343859032727778,10.2376317977905,8.05264759063721,0.785185694694519,0.0579848028719425,34.8220291137695,6.52282094955444,0.137657999992371,-0.0758206620812416,"1"
"1413",1413,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",77.973225,35.7274316666667,"papillate",2011,2010,-21.4583320617676,21.625,160.344329833984,-187.305557250977,76.2595138549805,0.0176659040153027,304.125244140625,0.00303322030231357,9.95404624938965,8.0542573928833,0.756430327892303,0.0771239697933197,34.855339050293,6.18448257446289,0.0790568739175797,0.474491506814957,"1"
"1414",1414,"","","Thenea","BESS-JH-2011","58J3","NCT",77.973225,35.7274316666667,"massive",2011,2010,-21.4583320617676,21.625,160.344329833984,-187.305557250977,76.2595138549805,0.0176659040153027,304.125244140625,0.00303322030231357,9.95404624938965,8.0542573928833,0.756430327892303,0.0771239697933197,34.855339050293,6.18448257446289,0.0790568739175797,0.474491506814957,"1"
"1415",1415,"","","Thenea","BESS-JH-2011","58J3","NCT",77.956595,30.021705,"massive",2011,2010,-2.57638549804688,4.33333587646484,333.153564453125,-269.527770996094,36.3259048461914,0.00762444362044334,302.286071777344,0.00274451705627143,10.1618680953979,8.0611457824707,0.758729994297028,0.0698563605546951,34.8974494934082,6.11170721054077,0.0543252415955067,0.401148408651352,"1"
"1416",1416,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",77.95955,26.85767,"papillate",2011,2010,7.16319179534912,16.0381927490234,356.737396240234,-139.555557250977,104.956535339355,0.0272887274622917,303.021575927734,0.00294481101445854,10.0892362594604,8.0580472946167,0.754741907119751,0.0782781317830086,34.7972450256348,5.73299551010132,0.217044711112976,0.303518265485764,"1"
"1417",1417,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",78.3479816666667,26.1744633333333,"papillate",2011,2010,-8.8125,13.0486145019531,68.8168563842773,-238.944442749023,155.095031738281,0.0175338387489319,295.626129150391,0.00279289274476469,10.6001796722412,8.05869102478027,0.784730494022369,0.0485724583268166,34.8647880554199,6.07179117202759,0.469017416238785,0.457395315170288,"1"
"1418",1418,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",78.3479816666667,26.1744633333333,"papillate",2011,2010,-8.8125,13.0486145019531,68.8168563842773,-238.944442749023,155.095031738281,0.0175338387489319,295.626129150391,0.00279289274476469,10.6001796722412,8.05869102478027,0.784730494022369,0.0485724583268166,34.8647880554199,6.07179117202759,0.469017416238785,0.457395315170288,"1"
"1419",1419,"","","Thenea","BESS-JH-2011","58J3","NCT",78.3479816666667,26.1744633333333,"massive",2011,2010,-8.8125,13.0486145019531,68.8168563842773,-238.944442749023,155.095031738281,0.0175338387489319,295.626129150391,0.00279289274476469,10.6001796722412,8.05869102478027,0.784730494022369,0.0485724583268166,34.8647880554199,6.07179117202759,0.469017416238785,0.457395315170288,"1"
"1420",1420,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",78.40641,29.0090383333333,"papillate",2011,2010,3.69792556762695,24.5520820617676,125.413444519043,-237.58332824707,248.660034179688,0.0174029804766178,301.22119140625,0.00201465515419841,10.2715072631836,8.06469917297363,0.756659090518951,0.0534934923052788,34.8847923278809,5.96445226669312,0.528930366039276,0.669386088848114,"1"
"1421",1421,"","","Thenea","BESS-JH-2011","58J3","NCT",78.40641,29.0090383333333,"massive",2011,2010,3.69792556762695,24.5520820617676,125.413444519043,-237.58332824707,248.660034179688,0.0174029804766178,301.22119140625,0.00201465515419841,10.2715072631836,8.06469917297363,0.756659090518951,0.0534934923052788,34.8847923278809,5.96445226669312,0.528930366039276,0.669386088848114,"1"
"1422",1422,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",78.3928766666667,32.0338666666667,"papillate",2011,2010,6.72221755981445,8.34722137451172,22.7461166381836,-215.611114501953,92.8781661987305,0.0195538513362408,304.210540771484,0.00271448493003845,9.99804019927979,8.06325435638428,0.744879126548767,0.0812510922551155,34.8940010070801,5.98575735092163,0.121112547814846,0.831758797168732,"1"
"1423",1423,"","","Thenea","BESS-JH-2011","58J3","NCT",78.3928766666667,32.0338666666667,"massive",2011,2010,6.72221755981445,8.34722137451172,22.7461166381836,-215.611114501953,92.8781661987305,0.0195538513362408,304.210540771484,0.00271448493003845,9.99804019927979,8.06325435638428,0.744879126548767,0.0812510922551155,34.8940010070801,5.98575735092163,0.121112547814846,0.831758797168732,"1"
"1424",1424,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",78.8693733333333,33.14039,"papillate",2011,2010,3.59723281860352,4.41666793823242,337.202331542969,-279.305541992188,204.715301513672,0.00585602689534426,300.102661132812,0.00329892570152879,10.2538270950317,8.06196594238281,0.763052403926849,0.0580821298062801,34.9238395690918,6.18396711349487,0.0559343248605728,0.852255344390869,"1"
"1425",1425,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",79.32456,28.4887266666667,"papillate",2011,2010,-15.6874942779541,39.2986068725586,345.110870361328,-271.777770996094,106.087471008301,0.0235194321721792,297.891357421875,0.00345508800819516,10.3799829483032,8.06193923950195,0.753600299358368,0.0518761090934277,34.9858703613281,5.86195945739746,0.552682161331177,1.17177069187164,"1"
"1426",1426,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",79.298005,31.1940766666667,"papillate",2011,2010,-1.72569465637207,27.1284732818604,349.265716552734,-224.41667175293,69.1212158203125,0.0328833870589733,298.168395996094,0.00281792506575584,10.408616065979,8.06449222564697,0.747530281543732,0.050984475761652,34.9665679931641,5.70296907424927,0.376385539770126,1.33355844020844,"1"
"1427",1427,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",79.2767716666667,33.2543116666667,"papillate",2011,2010,3.71528244018555,22.5277786254883,21.5576763153076,-209.58332824707,109.369400024414,0.0282018594443798,298.478546142578,0.0028708609752357,10.3561296463013,8.0686559677124,0.741851091384888,0.051551379263401,34.9333648681641,5.59844303131104,0.325651615858078,1.34951710700989,"1"
"1428",1428,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",79.276185,34.79855,"papillate",2011,2010,3.5381965637207,6.13541030883789,17.7699756622314,-244.08332824707,123.391807556152,0.0107908360660076,297.643707275391,0.00283627258613706,10.4509906768799,8.07102489471436,0.749799489974976,0.0440889857709408,34.9360046386719,5.73978996276855,0.0874756798148155,1.25914752483368,"1"
"1429",1429,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",79.6458466666667,32.7786583333333,"papillate",2011,2010,-5.59027099609375,5.75694274902344,324.565368652344,-332.777770996094,247.007598876953,0.00507751246914268,299.859832763672,0.00136923778336495,10.2855558395386,8.06547260284424,0.728518903255463,0.0496586300432682,34.9698486328125,5.45149755477905,0.0619617886841297,0.869616150856018,"1"
