"","X","status","HighestTaxonomicResolution","Species","CruiseID","Ship","SurveyMethod","MiddleLatitude","MiddleLongitude","morphotype","ObsYear","Decade","ID","terrain_ruggedness_index","sws_mean","o2_mean","si_mean","thetao_mean","cover"
"1279",1279,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.00902,30.2825833333333,"papillate",2011,2010,1279,11.0381965637207,0.0285520050674677,295.798431396484,5.99986982345581,4.27110767364502,"Mud to muddy Sand"
"1280",1280,"","","Thenea","BESS-CE-2011","58CJ","NCT",72.9896816666667,28.3730166666667,"massive",2011,2010,1280,11.1180572509766,0.00840060040354729,287.390686035156,6.67749071121216,4.664381980896,"Mud to muddy Sand"
"1281",1281,"","","Polymastia hemisphaerica","BESS-CE-2011","58CJ","NCT",72.9896816666667,28.3730166666667,"papillate",2011,2010,1281,11.1180572509766,0.00840060040354729,287.390686035156,6.67749071121216,4.664381980896,"Mud to muddy Sand"
"1282",1282,"","","Thenea","BESS-CE-2011","58CJ","NCT",72.9516166666667,26.4529833333333,"massive",2011,2010,1282,12.2152824401855,0.0577332973480225,283.95361328125,6.87094640731812,4.70427751541138,"Mud to muddy Sand"
"1283",1283,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",72.9516166666667,26.4529833333333,"papillate",2011,2010,1283,12.2152824401855,0.0577332973480225,283.95361328125,6.87094640731812,4.70427751541138,"Mud to muddy Sand"
"1284",1284,"","","Polymastia hemisphaerica","BESS-CE-2011","58CJ","NCT",72.8943783333333,24.4598266666667,"papillate",2011,2010,1284,2.39236068725586,0.0223695617169142,284.517486572266,7.47794675827026,4.3061466217041,"Mud to muddy Sand"
"1285",1285,"","","Thenea","BESS-CE-2011","58CJ","NCT",72.8943783333333,24.4598266666667,"massive",2011,2010,1285,2.39236068725586,0.0223695617169142,284.517486572266,7.47794675827026,4.3061466217041,"Mud to muddy Sand"
"1286",1286,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",72.8943783333333,24.4598266666667,"papillate",2011,2010,1286,2.39236068725586,0.0223695617169142,284.517486572266,7.47794675827026,4.3061466217041,"Mud to muddy Sand"
"1287",1287,"","","Polymastia hemisphaerica","BESS-CE-2011","58CJ","NCT",72.852055,22.6399833333333,"papillate",2011,2010,1287,7.52777481079102,0.0171960536390543,286.983032226562,7.39010238647461,3.71680045127869,"Mud to muddy Sand"
"1288",1288,"","","Polymastia uberrima","BESS-CE-2011","58CJ","NCT",72.852055,22.6399833333333,"papillate",2011,2010,1288,7.52777481079102,0.0171960536390543,286.983032226562,7.39010238647461,3.71680045127869,"Mud to muddy Sand"
"1289",1289,"","","Craniella","BESS-CE-2011","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010,1289,7.52777481079102,0.0171960536390543,286.983032226562,7.39010238647461,3.71680045127869,"Mud to muddy Sand"
"1290",1290,"","","Geodia macandrewii","BESS-CE-2011","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010,1290,7.52777481079102,0.0171960536390543,286.983032226562,7.39010238647461,3.71680045127869,"Mud to muddy Sand"
"1291",1291,"","","Thenea","BESS-CE-2011","58CJ","NCT",72.852055,22.6399833333333,"massive",2011,2010,1291,7.52777481079102,0.0171960536390543,286.983032226562,7.39010238647461,3.71680045127869,"Mud to muddy Sand"
"1292",1292,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.47795,24.3642666666667,"papillate",2011,2010,1292,17.5486068725586,0.00856433343142271,291.186096191406,7.59183549880981,3.35698890686035,"Mud to muddy Sand"
"1293",1293,"","","Polymastia hemisphaerica","BESS-CE-2011","58CJ","NCT",73.47795,24.3642666666667,"papillate",2011,2010,1293,17.5486068725586,0.00856433343142271,291.186096191406,7.59183549880981,3.35698890686035,"Mud to muddy Sand"
"1294",1294,"","","Thenea","BESS-CE-2011","58CJ","NCT",73.47795,24.3642666666667,"massive",2011,2010,1294,17.5486068725586,0.00856433343142271,291.186096191406,7.59183549880981,3.35698890686035,"Mud to muddy Sand"
"1295",1295,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.5297,26.3029166666667,"papillate",2011,2010,1295,2.82638931274414,0.00566153740510345,287.080596923828,8.00294780731201,3.48249006271362,"Mud to muddy Sand"
"1296",1296,"","","Craniella","BESS-CE-2011","58CJ","NCT",73.5297,26.3029166666667,"massive",2011,2010,1296,2.82638931274414,0.00566153740510345,287.080596923828,8.00294780731201,3.48249006271362,"Mud to muddy Sand"
"1297",1297,"","","Thenea","BESS-CE-2011","58CJ","NCT",73.5297,26.3029166666667,"massive",2011,2010,1297,2.82638931274414,0.00566153740510345,287.080596923828,8.00294780731201,3.48249006271362,"Mud to muddy Sand"
"1298",1298,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.56995,28.4426666666667,"papillate",2011,2010,1298,3.30556106567383,0.00890586990863085,282.211303710938,7.51415205001831,4.16111469268799,"Mud to muddy Sand"
"1299",1299,"","","Craniella","BESS-CE-2011","58CJ","NCT",73.56995,28.4426666666667,"massive",2011,2010,1299,3.30556106567383,0.00890586990863085,282.211303710938,7.51415205001831,4.16111469268799,"Mud to muddy Sand"
"1300",1300,"","","Thenea","BESS-CE-2011","58CJ","NCT",73.56995,28.4426666666667,"massive",2011,2010,1300,3.30556106567383,0.00890586990863085,282.211303710938,7.51415205001831,4.16111469268799,"Mud to muddy Sand"
"1301",1301,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.5898333333333,30.4608166666667,"papillate",2011,2010,1301,5.61457824707031,0.0129068745300174,285.822204589844,7.36164712905884,3.75637483596802,"Mud to muddy Sand"
"1302",1302,"","","Craniella","BESS-CE-2011","58CJ","NCT",73.5898333333333,30.4608166666667,"massive",2011,2010,1302,5.61457824707031,0.0129068745300174,285.822204589844,7.36164712905884,3.75637483596802,"Mud to muddy Sand"
"1303",1303,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",73.58835,32.5533,"papillate",2011,2010,1303,0.406246185302734,0.00985935144126415,293.117797851562,6.47967958450317,3.76799201965332,"Mud to muddy Sand"
"1304",1304,"","","Craniella","BESS-CE-2011","58CJ","NCT",73.58835,32.5533,"massive",2011,2010,1304,0.406246185302734,0.00985935144126415,293.117797851562,6.47967958450317,3.76799201965332,"Mud to muddy Sand"
"1305",1305,"","","Thenea","BESS-CE-2011","58CJ","NCT",73.58835,32.5533,"massive",2011,2010,1305,0.406246185302734,0.00985935144126415,293.117797851562,6.47967958450317,3.76799201965332,"Mud to muddy Sand"
"1306",1306,"","","Craniella","BESS-CE-2011","58CJ","NCT",73.5692166666667,34.5584816666667,"massive",2011,2010,1306,13.2187519073486,0.0521396808326244,297.349639892578,6.3407735824585,3.04793334007263,"Mud to muddy Sand"
"1307",1307,"","","Stylocordyla borealis","BESS-CE-2011","58CJ","NCT",73.4551333333333,38.60725,"stipulate",2011,2010,1307,2.73958206176758,0.00751503137871623,315.932678222656,7.57984638214111,0.388130456209183,"Mud to muddy Sand"
"1308",1308,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",74.04405,38.808,"papillate",2011,2010,1308,3.59721946716309,0.00260120630264282,320.804473876953,7.42614507675171,0.254236876964569,"Mud to muddy Sand"
"1309",1309,"","","Craniella","BESS-CE-2011","58CJ","NCT",74.04405,38.808,"massive",2011,2010,1309,3.59721946716309,0.00260120630264282,320.804473876953,7.42614507675171,0.254236876964569,"Mud to muddy Sand"
"1310",1310,"","","Tentorium semisuberites","BESS-CE-2011","58CJ","NCT",74.1699833333333,32.4813833333333,"papillate",2011,2010,1310,14.9131946563721,0.0570135861635208,301.943481445312,6.38353490829468,2.17279076576233,"Mud to muddy Sand"
"1311",1311,"","","Thenea","BESS-CE-2011","58CJ","NCT",74.1699833333333,32.4813833333333,"massive",2011,2010,1311,14.9131946563721,0.0570135861635208,301.943481445312,6.38353490829468,2.17279076576233,"Mud to muddy Sand"
"1312",1312,"","","Polymastia grimaldii","BESS-CE-2011","58CJ","NCT",74.1497666666667,28.1696666666667,"papillate",2011,2010,1312,4.74999618530273,0.0178216192871332,283.659759521484,7.75439453125,3.33873343467712,"Mud to muddy Sand"
"1313",1313,"","","Craniella","BESS-CE-2011","58CJ","NCT",74.1497666666667,28.1696666666667,"massive",2011,2010,1313,4.74999618530273,0.0178216192871332,283.659759521484,7.75439453125,3.33873343467712,"Mud to muddy Sand"
"1314",1314,"","","Polymastia uberrima","BESS-HH-2011","58HJ","NCT",80.3159333333333,12.4134833333333,"papillate",2011,2010,1314,6.75694274902344,0.0294017940759659,304.811309814453,5.11194896697998,2.54781794548035,NA
"1315",1315,"","","Polymastia uberrima","BESS-HH-2011","58HJ","NCT",80.4119166666667,12.2386,"papillate",2011,2010,1315,158.767364501953,0.184772729873657,300.120147705078,5.32617330551147,3.35735392570496,NA
"1316",1316,"","","Tentorium semisuberites","BESS-HH-2011","58HJ","NCT",80.4119166666667,12.2386,"papillate",2011,2010,1316,158.767364501953,0.184772729873657,300.120147705078,5.32617330551147,3.35735392570496,NA
"1317",1317,"","","Tethya norvegica","BESS-HH-2011","58HJ","NCT",80.4119166666667,12.2386,"massive",2011,2010,1317,158.767364501953,0.184772729873657,300.120147705078,5.32617330551147,3.35735392570496,NA
"1318",1318,"","","Tethya norvegica","BESS-HH-2011","58HJ","NCT",80.6652,15.7857,"massive",2011,2010,1318,258.583343505859,0.155170932412148,300.153381347656,5.33771514892578,2.92056226730347,NA
"1319",1319,"","","Craniella","BESS-HH-2011","58HJ","NCT",80.5532333333333,15.91705,"massive",2011,2010,1319,13.090274810791,0.138319760560989,300.513458251953,5.304443359375,1.95444226264954,NA
"1320",1320,"","","Geodia","BESS-HH-2011","58HJ","NCT",80.5532333333333,15.91705,"massive",2011,2010,1320,13.090274810791,0.138319760560989,300.513458251953,5.304443359375,1.95444226264954,NA
"1321",1321,"","","Tentorium semisuberites","BESS-HH-2011","58HJ","NCT",80.5917333333333,17.7202,"papillate",2011,2010,1321,5.66666412353516,0.0114043103531003,303.333618164062,5.15025949478149,1.26230108737946,NA
"1322",1322,"","","Geodia","BESS-HH-2011","58HJ","NCT",80.9459833333333,17.7101666666667,"massive",2011,2010,1322,108.444442749023,0.075987920165062,301.163055419922,5.26546287536621,3.00018692016602,NA
"1323",1323,"","","Craniella","BESS-HH-2011","58HJ","NCT",81.13805,17.8591333333333,"massive",2011,2010,1323,27.0451393127441,0.0848340168595314,298.776336669922,5.48715877532959,2.89484596252441,NA
"1324",1324,"","","Polymastia thielei","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010,1324,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1325",1325,"","","Polymastia uberrima","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010,1325,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1326",1326,"","","Tentorium semisuberites","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"papillate",2011,2010,1326,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1327",1327,"","","Tethya norvegica","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"massive",2011,2010,1327,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1328",1328,"","","Geodia barretti","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"massive",2011,2010,1328,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1329",1329,"","","Thenea","BESS-HH-2011","58HJ","NCT",81.2056,21.21005,"massive",2011,2010,1329,90.2916717529297,0.0953362286090851,299.119323730469,5.39277410507202,3.01286554336548,NA
"1330",1330,"","","Polymastia grimaldii","BESS-HH-2011","58HJ","NCT",81.1642833333333,21.472,"papillate",2011,2010,1330,38.5034713745117,0.0738859102129936,300.472686767578,5.24332523345947,2.63286209106445,NA
"1331",1331,"","","Geodia barretti","BESS-HH-2011","58HJ","NCT",81.1642833333333,21.472,"massive",2011,2010,1331,38.5034713745117,0.0738859102129936,300.472686767578,5.24332523345947,2.63286209106445,NA
"1332",1332,"","","Geodia","BESS-HH-2011","58HJ","NCT",80.7786833333333,32.8884666666667,"massive",2011,2010,1332,10.5833339691162,0.00282281404361129,299.492218017578,5.35797786712646,0.825670480728149,"Mud to muddy Sand"
"1333",1333,"","","Polymastia grimaldii","BESS-HH-2011","58HJ","NCT",81.20155,32.9129166666667,"papillate",2011,2010,1333,4.22916603088379,0.00113758316729218,299.537475585938,5.34597063064575,1.47567570209503,NA
"1334",1334,"","","Stylocordyla borealis","BESS-HH-2011","58HJ","NCT",81.20155,32.9129166666667,"stipulate",2011,2010,1334,4.22916603088379,0.00113758316729218,299.537475585938,5.34597063064575,1.47567570209503,NA
"1335",1335,"","","Tethya norvegica","BESS-HH-2011","58HJ","NCT",81.20155,32.9129166666667,"massive",2011,2010,1335,4.22916603088379,0.00113758316729218,299.537475585938,5.34597063064575,1.47567570209503,NA
"1336",1336,"","","Polymastia grimaldii","BESS-HH-2011","58HJ","NCT",80.1300666666667,30.3733166666667,"papillate",2011,2010,1336,17.8159732818604,0.00390945374965668,298.604949951172,5.43884038925171,1.29019916057587,"Mud to muddy Sand"
"1337",1337,"","","Craniella","BESS-HH-2011","58HJ","NCT",80.1300666666667,30.3733166666667,"massive",2011,2010,1337,17.8159732818604,0.00390945374965668,298.604949951172,5.43884038925171,1.29019916057587,"Mud to muddy Sand"
"1338",1338,"","","Thenea","BESS-HH-2011","58HJ","NCT",80.1300666666667,30.3733166666667,"massive",2011,2010,1338,17.8159732818604,0.00390945374965668,298.604949951172,5.43884038925171,1.29019916057587,"Mud to muddy Sand"
"1339",1339,"","","Polymastia uberrima","BESS-HH-2011","58HJ","NCT",80.1513833333333,29.8670833333333,"papillate",2011,2010,1339,27.3611125946045,0.00646448461338878,298.354156494141,5.4613733291626,1.20909094810486,"Rock & boulders"
"1340",1340,"","","Craniella","BESS-HH-2011","58HJ","NCT",80.1513833333333,29.8670833333333,"massive",2011,2010,1340,27.3611125946045,0.00646448461338878,298.354156494141,5.4613733291626,1.20909094810486,"Rock & boulders"
"1341",1341,"","","Thenea","BESS-HH-2011","58HJ","NCT",80.1513833333333,29.8670833333333,"massive",2011,2010,1341,27.3611125946045,0.00646448461338878,298.354156494141,5.4613733291626,1.20909094810486,"Rock & boulders"
"1342",1342,"","","Polymastia grimaldii","BESS-HH-2011","58HJ","NCT",79.1958,26.0678,"papillate",2011,2010,1342,20.4097232818604,0.00697767687961459,295.911437988281,5.99724292755127,1.43044877052307,"Mud to muddy Sand"
"1343",1343,"","","Polymastia grimaldii","BESS-HH-2011","58HJ","NCT",79.6582,18.7706166666667,"papillate",2011,2010,1343,53.6345481872559,0.0327078774571419,305.5185546875,5.20076560974121,0.470702439546585,NA
"1344",1344,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",70.2639133333333,18.5130233333333,"papillate",2011,2010,1344,19.7777709960938,0.0210215970873833,287.042175292969,5.52578020095825,7.0977201461792,NA
"1345",1345,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",70.2639133333333,18.5130233333333,"massive",2011,2010,1345,19.7777709960938,0.0210215970873833,287.042175292969,5.52578020095825,7.0977201461792,NA
"1346",1346,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",70.2639133333333,18.5130233333333,"massive",2011,2010,1346,19.7777709960938,0.0210215970873833,287.042175292969,5.52578020095825,7.0977201461792,NA
"1347",1347,"","","Geodia","BESS-JH-2011","58J3","NCT",70.8029233333333,18.1784133333333,"massive",2011,2010,1347,29.6458358764648,0.0250164214521646,288.494110107422,5.28336811065674,6.98679351806641,"Coarse-grained sediment"
"1348",1348,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",70.8029233333333,18.1784133333333,"massive",2011,2010,1348,29.6458358764648,0.0250164214521646,288.494110107422,5.28336811065674,6.98679351806641,"Coarse-grained sediment"
"1349",1349,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",71.4830333333333,19.4951083333333,"papillate",2011,2010,1349,10.7638874053955,0.0385697968304157,281.963653564453,6.16135787963867,6.78694438934326,"Mud to muddy Sand"
"1350",1350,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",71.4830333333333,19.4951083333333,"papillate",2011,2010,1350,10.7638874053955,0.0385697968304157,281.963653564453,6.16135787963867,6.78694438934326,"Mud to muddy Sand"
"1351",1351,"","","Craniella","BESS-JH-2011","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010,1351,10.7638874053955,0.0385697968304157,281.963653564453,6.16135787963867,6.78694438934326,"Mud to muddy Sand"
"1352",1352,"","","Geodia","BESS-JH-2011","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010,1352,10.7638874053955,0.0385697968304157,281.963653564453,6.16135787963867,6.78694438934326,"Mud to muddy Sand"
"1353",1353,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",71.4830333333333,19.4951083333333,"massive",2011,2010,1353,10.7638874053955,0.0385697968304157,281.963653564453,6.16135787963867,6.78694438934326,"Mud to muddy Sand"
"1354",1354,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",71.379915,17.67185,"papillate",2011,2010,1354,7.4687557220459,0.0386381037533283,280.950164794922,5.87205839157104,6.87049102783203,"Mud to muddy Sand"
"1355",1355,"","","Geodia","BESS-JH-2011","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010,1355,17.1805572509766,0.102934785187244,280.075836181641,5.8015341758728,6.32117652893066,"Coarse-grained sediment"
"1356",1356,"","","Thenea","BESS-JH-2011","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010,1356,17.1805572509766,0.102934785187244,280.075836181641,5.8015341758728,6.32117652893066,"Coarse-grained sediment"
"1357",1357,"","","Thenea","BESS-JH-2011","58J3","NCT",71.3648033333333,16.89564,"massive",2011,2010,1357,17.1805572509766,0.102934785187244,280.075836181641,5.8015341758728,6.32117652893066,"Coarse-grained sediment"
"1358",1358,"","","Craniella","BESS-JH-2011","58J3","NCT",71.8692116666667,15.90646,"massive",2011,2010,1358,14.7743072509766,0.104110322892666,278.939697265625,6.23972940444946,5.16232967376709,"Coarse-grained sediment"
"1359",1359,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"papillate",2011,2010,1359,9.29166793823242,0.0125996209681034,281.266296386719,5.90977048873901,6.25964069366455,"Mud to muddy Sand"
"1360",1360,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"papillate",2011,2010,1360,9.29166793823242,0.0125996209681034,281.266296386719,5.90977048873901,6.25964069366455,"Mud to muddy Sand"
"1361",1361,"","","Geodia","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,1361,9.29166793823242,0.0125996209681034,281.266296386719,5.90977048873901,6.25964069366455,"Mud to muddy Sand"
"1362",1362,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,1362,9.29166793823242,0.0125996209681034,281.266296386719,5.90977048873901,6.25964069366455,"Mud to muddy Sand"
"1363",1363,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",71.964075,17.29733,"massive",2011,2010,1363,9.29166793823242,0.0125996209681034,281.266296386719,5.90977048873901,6.25964069366455,"Mud to muddy Sand"
"1364",1364,"","","Craniella","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,1364,10.0034637451172,0.0272666625678539,279.901123046875,6.75518941879272,5.91896533966064,"Coarse-grained sediment"
"1365",1365,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,1365,10.0034637451172,0.0272666625678539,279.901123046875,6.75518941879272,5.91896533966064,"Coarse-grained sediment"
"1366",1366,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",72.0576983333333,19.0552,"massive",2011,2010,1366,10.0034637451172,0.0272666625678539,279.901123046875,6.75518941879272,5.91896533966064,"Coarse-grained sediment"
"1367",1367,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,1367,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1368",1368,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,1368,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1369",1369,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"papillate",2011,2010,1369,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1370",1370,"","","Craniella","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,1370,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1371",1371,"","","Craniella","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,1371,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1372",1372,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,1372,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1373",1373,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",72.6330733333333,18.734495,"massive",2011,2010,1373,1.1875,0.0257438942790031,281.176849365234,6.38016033172607,5.53507661819458,"Mud to muddy Sand"
"1374",1374,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"papillate",2011,2010,1374,5.80555725097656,0.0379932522773743,277.135375976562,6.67247772216797,5.78593969345093,"Mud to muddy Sand"
"1375",1375,"","","Craniella","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,1375,5.80555725097656,0.0379932522773743,277.135375976562,6.67247772216797,5.78593969345093,"Mud to muddy Sand"
"1376",1376,"","","Geodia","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,1376,5.80555725097656,0.0379932522773743,277.135375976562,6.67247772216797,5.78593969345093,"Mud to muddy Sand"
"1377",1377,"","","Thenea","BESS-JH-2011","58J3","NCT",72.49588,16.947995,"massive",2011,2010,1377,5.80555725097656,0.0379932522773743,277.135375976562,6.67247772216797,5.78593969345093,"Mud to muddy Sand"
"1378",1378,"","","Geodia macandrewii","BESS-JH-2011","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010,1378,4.79861068725586,0.0202370807528496,283.096710205078,6.54647874832153,4.80810594558716,"Mud to muddy Sand"
"1379",1379,"","","Thenea","BESS-JH-2011","58J3","NCT",73.0694666666667,16.4479933333333,"massive",2011,2010,1379,4.79861068725586,0.0202370807528496,283.096710205078,6.54647874832153,4.80810594558716,"Mud to muddy Sand"
"1380",1380,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010,1380,1.77083206176758,0.0409400165081024,289.253784179688,7.213547706604,3.8891499042511,"Mud to muddy Sand"
"1381",1381,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"papillate",2011,2010,1381,1.77083206176758,0.0409400165081024,289.253784179688,7.213547706604,3.8891499042511,"Mud to muddy Sand"
"1382",1382,"","","Craniella","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010,1382,1.77083206176758,0.0409400165081024,289.253784179688,7.213547706604,3.8891499042511,"Mud to muddy Sand"
"1383",1383,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",73.2132466666667,18.4169866666667,"massive",2011,2010,1383,1.77083206176758,0.0409400165081024,289.253784179688,7.213547706604,3.8891499042511,"Mud to muddy Sand"
"1384",1384,"","","Polymastia uberrima","BESS-JH-2011","58J3","NCT",73.8593833333333,19.8563083333333,"papillate",2011,2010,1384,34.1319427490234,0.0322222150862217,305.596801757812,5.56302165985107,3.88010454177856,"Mixed sediment"
"1385",1385,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",73.7807583333333,17.750395,"papillate",2011,2010,1385,11.0520687103271,0.0389312393963337,299.879241943359,5.86176347732544,4.02576780319214,"Mixed sediment"
"1386",1386,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010,1386,26.8125038146973,0.155009657144547,283.220581054688,6.452392578125,4.16558837890625,"Coarse-grained sediment"
"1387",1387,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"papillate",2011,2010,1387,26.8125038146973,0.155009657144547,283.220581054688,6.452392578125,4.16558837890625,"Coarse-grained sediment"
"1388",1388,"","","Geodia barretti","BESS-JH-2011","58J3","NCT",73.61391,15.4379833333333,"massive",2011,2010,1388,26.8125038146973,0.155009657144547,283.220581054688,6.452392578125,4.16558837890625,"Coarse-grained sediment"
"1389",1389,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",74.2410033333333,16.3946083333333,"papillate",2011,2010,1389,34.1840209960938,0.224505066871643,288.165802001953,6.11065340042114,4.21040010452271,"Mud to muddy Sand"
"1390",1390,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",74.4140933333333,19.8771716666667,"papillate",2011,2010,1390,7.27083396911621,0.00483042374253273,317.559936523438,5.49196529388428,2.01414465904236,"Coarse-grained sediment"
"1391",1391,"","","Polymastia hemisphaerica","BESS-JH-2011","58J3","NCT",76.4872183333333,27.8234566666667,"papillate",2011,2010,1391,10.7256927490234,0.00227191625162959,308.822082519531,6.25574588775635,0.850947678089142,"Mud to muddy Sand"
"1392",1392,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",76.464525,35.181665,"papillate",2011,2010,1392,20.1458320617676,0.0825162157416344,308.470611572266,6.00618648529053,1.86832928657532,"Mud to muddy Sand"
"1393",1393,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",75.901129,35.0624433333333,"papillate",2011,2010,1393,15.3888874053955,0.0461149998009205,311.363739013672,5.65121984481812,1.79912030696869,"Mud to muddy Sand"
"1394",1394,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010,1394,3.12500381469727,0.00345565169118345,315.240325927734,6.73881816864014,0.682618677616119,"Mud to muddy Sand"
"1395",1395,"","","Tentorium semisuberites","BESS-JH-2011","58J3","NCT",75.76,39.8883333333333,"papillate",2011,2010,1395,3.12500381469727,0.00345565169118345,315.240325927734,6.73881816864014,0.682618677616119,"Mud to muddy Sand"
"1396",1396,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.22409,42.5436933333333,"papillate",2011,2010,1396,2.65277481079102,0.0078110764734447,317.670928955078,6.85368776321411,0.47237166762352,"Mud to muddy Sand"
"1397",1397,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.8230816666667,42.8792133333333,"papillate",2011,2010,1397,21.8402767181396,0.00631610210984945,308.221954345703,6.17194318771362,0.190228268504143,"Mud to muddy Sand"
"1398",1398,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.8925083333333,40.4594583333333,"papillate",2011,2010,1398,2.85416793823242,0.015594388358295,300.51953125,6.83211374282837,0.328556954860687,"Mud to muddy Sand"
"1399",1399,"","","Polymastia grimaldii","BESS-JH-2011","58J3","NCT",76.3260333333333,40.28486,"papillate",2011,2010,1399,7.27430534362793,0.0705549865961075,313.183074951172,6.12042617797852,1.29053378105164,"Mud to muddy Sand"
